county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,01-06,Molokai Resident Trustee,,,"ALAPA, Luana",0,17,344,361
County of Hawaii,01-06,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,11,275,286
County of Hawaii,01-06,At-Large Trustee,,,"AKINA, Keli'i",0,9,379,388
County of Hawaii,01-06,At-Large Trustee,,,"SOUZA, Keoni",0,19,328,347
County of Hawaii,01-06,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,22,354,376
County of Hawaii,01-06,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,33,709,742
County of Hawaii,01-06,Councilmember,"1, County of Hawaii",,"KIMBALL, Heather L.",0,31,621,652
County of Hawaii,01-06,Councilmember,"1, County of Hawaii",,"YAGONG, Dominic",0,13,373,386
County of Hawaii,01-06,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,25,691,716
County of Hawaii,01-06,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,19,223,242
County of Hawaii,01-06,HAWAI'I: Council Meeting Locations,,,YES,0,33,736,769
County of Hawaii,01-06,HAWAI'I: Council Meeting Locations,,,NO,0,15,209,224
County of Hawaii,01-06,HAWAI'I: Department of Research & Development,,,YES,0,34,767,801
County of Hawaii,01-06,HAWAI'I: Department of Research & Development,,,NO,0,10,142,152
County of Hawaii,01-06,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,31,790,821
County of Hawaii,01-06,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,20,152,172
County of Hawaii,01-06,HAWAI'I: Terms of Council Members,,,YES,0,16,459,475
County of Hawaii,01-06,HAWAI'I: Terms of Council Members,,,NO,0,32,494,526
County of Hawaii,01-06,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,27,532,559
County of Hawaii,01-06,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,19,392,411
County of Hawaii,01-06,HAWAI'I: Discipline of Council Members,,,YES,0,34,853,887
County of Hawaii,01-06,HAWAI'I: Discipline of Council Members,,,NO,0,14,98,112
County of Hawaii,01-06,HAWAI'I: Department of Information Technology,,,YES,0,17,382,399
County of Hawaii,01-06,HAWAI'I: Department of Information Technology,,,NO,0,24,490,514
County of Hawaii,01-06,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,26,521,547
County of Hawaii,01-06,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,19,405,424
County of Hawaii,01-06,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,21,469,490
County of Hawaii,01-06,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,21,440,461
County of Hawaii,01-06,HAWAI'I: Mandatory Charter Reviews,,,YES,0,27,716,743
County of Hawaii,01-06,HAWAI'I: Mandatory Charter Reviews,,,NO,0,13,174,187
County of Hawaii,01-06,HAWAI'I: Corporation Counsel,,,YES,0,34,745,779
County of Hawaii,01-06,HAWAI'I: Corporation Counsel,,,NO,0,11,174,185
County of Hawaii,01-06,HAWAI'I: Hawai'i Fire Department,,,YES,0,25,634,659
County of Hawaii,01-06,HAWAI'I: Hawai'i Fire Department,,,NO,0,22,246,268
County of Hawaii,01-06,HAWAI'I: Membership on Boards & Commissions,,,YES,0,18,497,515
County of Hawaii,01-06,HAWAI'I: Membership on Boards & Commissions,,,NO,0,21,389,410
County of Hawaii,01-06,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,31,736,767
County of Hawaii,01-06,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,10,158,168
County of Hawaii,01-06,HAWAI'I: Board of Ethics,,,YES,0,25,735,760
County of Hawaii,01-06,HAWAI'I: Board of Ethics,,,NO,0,20,185,205
County of Hawaii,01-07,President and Vice President,,C,Don Blankenship,0,0,2,2
County of Hawaii,01-07,President and Vice President,,D,Joseph R. Biden,0,40,822,862
County of Hawaii,01-07,President and Vice President,,G,Howie Hawkins,0,1,13,14
County of Hawaii,01-07,President and Vice President,,L,Jo Jorgensen,0,1,18,19
County of Hawaii,01-07,President and Vice President,,R,Donald J. Trump,0,44,254,298
County of Hawaii,01-07,President and Vice President,,AS,Brock Pierce,0,0,4,4
County of Hawaii,01-07,U.S. Representative,2,R,"AKANA, Joe",0,27,182,209
County of Hawaii,01-07,U.S. Representative,2,N,"BURRUS, Ron",0,3,10,13
County of Hawaii,01-07,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,7,7
County of Hawaii,01-07,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,6,22,28
County of Hawaii,01-07,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,40,776,816
County of Hawaii,01-07,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,3,38,41
County of Hawaii,01-07,State Representative,1,D,"NAKASHIMA, Mark M.",0,38,760,798
County of Hawaii,01-07,State Representative,1,R,"SHIN, Lorraine Pualani",0,40,312,352
County of Hawaii,01-07,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,40,494,534
County of Hawaii,01-07,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,25,373,398
County of Hawaii,01-07,Molokai Resident Trustee,,,"ALAPA, Luana",0,36,371,407
County of Hawaii,01-07,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,20,340,360
County of Hawaii,01-07,At-Large Trustee,,,"AKINA, Keli'i",0,34,429,463
County of Hawaii,01-07,At-Large Trustee,,,"SOUZA, Keoni",0,25,354,379
County of Hawaii,01-07,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,39,444,483
County of Hawaii,01-07,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,42,646,688
County of Hawaii,01-07,Councilmember,"1, County of Hawaii",,"KIMBALL, Heather L.",0,39,653,692
County of Hawaii,01-07,Councilmember,"1, County of Hawaii",,"YAGONG, Dominic",0,34,377,411
County of Hawaii,01-07,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,50,736,786
County of Hawaii,01-07,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,21,231,252
County of Hawaii,01-07,HAWAI'I: Council Meeting Locations,,,YES,0,61,776,837
County of Hawaii,01-07,HAWAI'I: Council Meeting Locations,,,NO,0,12,229,241
County of Hawaii,01-07,HAWAI'I: Department of Research & Development,,,YES,0,64,840,904
County of Hawaii,01-07,HAWAI'I: Department of Research & Development,,,NO,0,10,144,154
County of Hawaii,01-07,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,57,832,889
County of Hawaii,01-07,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,19,175,194
County of Hawaii,01-07,HAWAI'I: Terms of Council Members,,,YES,0,40,477,517
County of Hawaii,01-07,HAWAI'I: Terms of Council Members,,,NO,0,36,530,566
County of Hawaii,01-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,49,609,658
County of Hawaii,01-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,26,388,414
County of Hawaii,01-07,HAWAI'I: Discipline of Council Members,,,YES,0,66,909,975
County of Hawaii,01-07,HAWAI'I: Discipline of Council Members,,,NO,0,11,102,113
County of Hawaii,01-07,HAWAI'I: Department of Information Technology,,,YES,0,35,397,432
County of Hawaii,01-07,HAWAI'I: Department of Information Technology,,,NO,0,37,562,599
County of Hawaii,01-07,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,54,610,664
County of Hawaii,01-07,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,20,375,395
County of Hawaii,01-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,45,527,572
County of Hawaii,01-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,28,442,470
County of Hawaii,01-07,HAWAI'I: Mandatory Charter Reviews,,,YES,0,58,780,838
County of Hawaii,01-07,HAWAI'I: Mandatory Charter Reviews,,,NO,0,10,183,193
County of Hawaii,01-07,HAWAI'I: Corporation Counsel,,,YES,0,52,790,842
County of Hawaii,01-07,HAWAI'I: Corporation Counsel,,,NO,0,18,185,203
County of Hawaii,01-07,HAWAI'I: Hawai'i Fire Department,,,YES,0,47,705,752
County of Hawaii,01-07,HAWAI'I: Hawai'i Fire Department,,,NO,0,23,256,279
County of Hawaii,01-07,HAWAI'I: Membership on Boards & Commissions,,,YES,0,45,549,594
County of Hawaii,01-07,HAWAI'I: Membership on Boards & Commissions,,,NO,0,25,409,434
County of Hawaii,01-07,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,56,786,842
County of Hawaii,01-07,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,16,170,186
County of Hawaii,01-07,HAWAI'I: Board of Ethics,,,YES,0,60,802,862
County of Hawaii,01-07,HAWAI'I: Board of Ethics,,,NO,0,12,177,189
County of Hawaii,01-08,President and Vice President,,C,Don Blankenship,0,0,4,4
County of Hawaii,01-08,President and Vice President,,D,Joseph R. Biden,0,40,2617,2657
County of Hawaii,01-08,President and Vice President,,G,Howie Hawkins,0,0,29,29
County of Hawaii,01-08,President and Vice President,,L,Jo Jorgensen,0,1,32,33
County of Hawaii,01-08,President and Vice President,,R,Donald J. Trump,0,77,826,903
County of Hawaii,01-08,President and Vice President,,AS,Brock Pierce,0,0,7,7
County of Hawaii,01-08,U.S. Representative,2,R,"AKANA, Joe",0,64,630,694
County of Hawaii,01-08,U.S. Representative,2,N,"BURRUS, Ron",0,1,30,31
County of Hawaii,01-08,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,1,7,8
County of Hawaii,01-08,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,1,50,51
County of Hawaii,01-08,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,47,2442,2489
County of Hawaii,01-08,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,2,86,88
County of Hawaii,01-08,State Representative,1,D,"NAKASHIMA, Mark M.",0,44,2485,2529
County of Hawaii,01-08,State Representative,1,R,"SHIN, Lorraine Pualani",0,68,915,983
County of Hawaii,01-08,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,58,1484,1542
County of Hawaii,01-08,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,41,1008,1049
County of Hawaii,01-08,Molokai Resident Trustee,,,"ALAPA, Luana",0,47,1115,1162
County of Hawaii,01-08,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,33,925,958
County of Hawaii,01-08,At-Large Trustee,,,"AKINA, Keli'i",0,42,1174,1216
County of Hawaii,01-08,At-Large Trustee,,,"SOUZA, Keoni",0,46,1095,1141
County of Hawaii,01-08,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,44,1081,1125
County of Hawaii,01-08,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,73,2400,2473
County of Hawaii,01-08,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,68,2325,2393
County of Hawaii,01-08,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,43,643,686
County of Hawaii,01-08,HAWAI'I: Council Meeting Locations,,,YES,0,88,2334,2422
County of Hawaii,01-08,HAWAI'I: Council Meeting Locations,,,NO,0,22,780,802
County of Hawaii,01-08,HAWAI'I: Department of Research & Development,,,YES,0,88,2591,2679
County of Hawaii,01-08,HAWAI'I: Department of Research & Development,,,NO,0,23,403,426
County of Hawaii,01-08,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,81,2600,2681
County of Hawaii,01-08,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,32,554,586
County of Hawaii,01-08,HAWAI'I: Terms of Council Members,,,YES,0,43,1481,1524
County of Hawaii,01-08,HAWAI'I: Terms of Council Members,,,NO,0,66,1668,1734
County of Hawaii,01-08,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,69,1753,1822
County of Hawaii,01-08,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,41,1280,1321
County of Hawaii,01-08,HAWAI'I: Discipline of Council Members,,,YES,0,93,2823,2916
County of Hawaii,01-08,HAWAI'I: Discipline of Council Members,,,NO,0,19,323,342
County of Hawaii,01-08,HAWAI'I: Department of Information Technology,,,YES,0,53,1413,1466
County of Hawaii,01-08,HAWAI'I: Department of Information Technology,,,NO,0,56,1495,1551
County of Hawaii,01-08,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,71,1785,1856
County of Hawaii,01-08,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,41,1264,1305
County of Hawaii,01-08,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,51,1580,1631
County of Hawaii,01-08,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,58,1389,1447
County of Hawaii,01-08,HAWAI'I: Mandatory Charter Reviews,,,YES,0,77,2437,2514
County of Hawaii,01-08,HAWAI'I: Mandatory Charter Reviews,,,NO,0,30,479,509
County of Hawaii,01-08,HAWAI'I: Corporation Counsel,,,YES,0,76,2549,2625
County of Hawaii,01-08,HAWAI'I: Corporation Counsel,,,NO,0,31,489,520
County of Hawaii,01-08,HAWAI'I: Hawai'i Fire Department,,,YES,0,70,2126,2196
County of Hawaii,01-08,HAWAI'I: Hawai'i Fire Department,,,NO,0,38,842,880
County of Hawaii,01-08,HAWAI'I: Membership on Boards & Commissions,,,YES,0,55,1766,1821
County of Hawaii,01-08,HAWAI'I: Membership on Boards & Commissions,,,NO,0,52,1203,1255
County of Hawaii,01-08,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,76,2333,2409
County of Hawaii,01-08,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,31,620,651
County of Hawaii,01-08,HAWAI'I: Board of Ethics,,,YES,0,72,2422,2494
County of Hawaii,01-08,HAWAI'I: Board of Ethics,,,NO,0,37,646,683
County of Hawaii,01-09,President and Vice President,,C,Don Blankenship,0,0,5,5
County of Hawaii,01-09,President and Vice President,,D,Joseph R. Biden,0,6,1079,1085
County of Hawaii,01-09,President and Vice President,,G,Howie Hawkins,0,0,3,3
County of Hawaii,01-09,President and Vice President,,L,Jo Jorgensen,0,0,9,9
County of Hawaii,01-09,President and Vice President,,R,Donald J. Trump,0,31,441,472
County of Hawaii,01-09,President and Vice President,,AS,Brock Pierce,0,0,5,5
County of Hawaii,01-09,U.S. Representative,2,R,"AKANA, Joe",0,21,301,322
County of Hawaii,01-09,U.S. Representative,2,N,"BURRUS, Ron",0,2,9,11
County of Hawaii,01-09,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,1,4,5
County of Hawaii,01-09,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,0,20,20
County of Hawaii,01-09,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,12,1068,1080
County of Hawaii,01-09,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,0,28,28
County of Hawaii,01-09,State Representative,1,D,"NAKASHIMA, Mark M.",0,12,1035,1047
County of Hawaii,01-09,State Representative,1,R,"SHIN, Lorraine Pualani",0,22,441,463
County of Hawaii,01-09,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,15,673,688
County of Hawaii,01-09,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,15,519,534
County of Hawaii,01-09,Molokai Resident Trustee,,,"ALAPA, Luana",0,22,551,573
County of Hawaii,01-09,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,4,436,440
County of Hawaii,01-09,At-Large Trustee,,,"AKINA, Keli'i",0,13,577,590
County of Hawaii,01-09,At-Large Trustee,,,"SOUZA, Keoni",0,15,475,490
County of Hawaii,01-09,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,14,523,537
County of Hawaii,01-09,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,23,994,1017
County of Hawaii,01-09,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,19,977,996
County of Hawaii,01-09,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,15,352,367
County of Hawaii,01-09,HAWAI'I: Council Meeting Locations,,,YES,0,17,1102,1119
County of Hawaii,01-09,HAWAI'I: Council Meeting Locations,,,NO,0,16,286,302
County of Hawaii,01-09,HAWAI'I: Department of Research & Development,,,YES,0,25,1145,1170
County of Hawaii,01-09,HAWAI'I: Department of Research & Development,,,NO,0,10,204,214
County of Hawaii,01-09,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,23,1121,1144
County of Hawaii,01-09,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,11,275,286
County of Hawaii,01-09,HAWAI'I: Terms of Council Members,,,YES,0,11,603,614
County of Hawaii,01-09,HAWAI'I: Terms of Council Members,,,NO,0,25,797,822
County of Hawaii,01-09,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,20,759,779
County of Hawaii,01-09,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,15,581,596
County of Hawaii,01-09,HAWAI'I: Discipline of Council Members,,,YES,0,29,1277,1306
County of Hawaii,01-09,HAWAI'I: Discipline of Council Members,,,NO,0,7,124,131
County of Hawaii,01-09,HAWAI'I: Department of Information Technology,,,YES,0,13,580,593
County of Hawaii,01-09,HAWAI'I: Department of Information Technology,,,NO,0,22,716,738
County of Hawaii,01-09,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,14,728,742
County of Hawaii,01-09,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,22,640,662
County of Hawaii,01-09,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,15,636,651
County of Hawaii,01-09,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,20,696,716
County of Hawaii,01-09,HAWAI'I: Mandatory Charter Reviews,,,YES,0,23,1073,1096
County of Hawaii,01-09,HAWAI'I: Mandatory Charter Reviews,,,NO,0,13,238,251
County of Hawaii,01-09,HAWAI'I: Corporation Counsel,,,YES,0,27,1140,1167
County of Hawaii,01-09,HAWAI'I: Corporation Counsel,,,NO,0,9,218,227
County of Hawaii,01-09,HAWAI'I: Hawai'i Fire Department,,,YES,0,16,900,916
County of Hawaii,01-09,HAWAI'I: Hawai'i Fire Department,,,NO,0,20,432,452
County of Hawaii,01-09,HAWAI'I: Membership on Boards & Commissions,,,YES,0,18,738,756
County of Hawaii,01-09,HAWAI'I: Membership on Boards & Commissions,,,NO,0,17,582,599
County of Hawaii,01-09,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,20,1034,1054
County of Hawaii,01-09,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,15,297,312
County of Hawaii,01-09,HAWAI'I: Board of Ethics,,,YES,0,22,1041,1063
County of Hawaii,01-09,HAWAI'I: Board of Ethics,,,NO,0,12,317,329
County of Hawaii,02-01,President and Vice President,,C,Don Blankenship,0,0,4,4
County of Hawaii,02-01,President and Vice President,,D,Joseph R. Biden,0,66,2047,2113
County of Hawaii,02-01,President and Vice President,,G,Howie Hawkins,0,1,24,25
County of Hawaii,02-01,President and Vice President,,L,Jo Jorgensen,0,4,30,34
County of Hawaii,02-01,President and Vice President,,R,Donald J. Trump,0,72,625,697
County of Hawaii,02-01,President and Vice President,,AS,Brock Pierce,0,0,4,4
County of Hawaii,02-01,U.S. Representative,2,R,"AKANA, Joe",0,52,425,477
County of Hawaii,02-01,U.S. Representative,2,N,"BURRUS, Ron",0,1,33,34
County of Hawaii,02-01,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,2,6,8
County of Hawaii,02-01,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,5,48,53
County of Hawaii,02-01,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,67,1951,2018
County of Hawaii,02-01,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,7,84,91
County of Hawaii,02-01,State Representative,2,A,"MCMACKIN, Devin Shaw, Sr.",0,51,332,383
County of Hawaii,02-01,State Representative,2,D,"TODD, Christopher L.T.",0,73,2171,2244
County of Hawaii,02-01,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,76,1149,1225
County of Hawaii,02-01,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,42,844,886
County of Hawaii,02-01,Molokai Resident Trustee,,,"ALAPA, Luana",0,58,907,965
County of Hawaii,02-01,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,43,750,793
County of Hawaii,02-01,At-Large Trustee,,,"AKINA, Keli'i",0,54,948,1002
County of Hawaii,02-01,At-Large Trustee,,,"SOUZA, Keoni",0,55,885,940
County of Hawaii,02-01,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,65,1011,1076
County of Hawaii,02-01,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,71,1681,1752
County of Hawaii,02-01,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,90,1825,1915
County of Hawaii,02-01,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,35,542,577
County of Hawaii,02-01,HAWAI'I: Council Meeting Locations,,,YES,0,110,1919,2029
County of Hawaii,02-01,HAWAI'I: Council Meeting Locations,,,NO,0,21,540,561
County of Hawaii,02-01,HAWAI'I: Department of Research & Development,,,YES,0,105,2107,2212
County of Hawaii,02-01,HAWAI'I: Department of Research & Development,,,NO,0,22,289,311
County of Hawaii,02-01,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,96,2045,2141
County of Hawaii,02-01,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,30,411,441
