precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
GWINNETTLAWRENCEVILLE E,138,0,67,0,0,36,0,139,2,0,1,51,0,0,157,1,214,633,58,821,205,601,633,821
GWINNETTLAWRENCEVILLE F,399,2,117,0,3,34,0,123,0,0,0,12,0,0,88,0,103,1635,73,607,518,363,1635,607
GWINNETTLAWRENCEVILLE G,258,1,108,1,0,19,0,90,2,0,0,13,0,1,76,0,91,1162,52,429,368,292,1162,429
GWINNETTLAWRENCEVILLE H,245,3,148,0,5,57,0,277,0,0,2,47,0,4,255,1,265,1072,118,1423,396,913,1072,1423
GWINNETTLAWRENCEVILLE I,219,1,122,0,3,26,0,137,0,0,3,38,0,3,144,0,128,1077,91,722,342,482,1077,722
GWINNETTLAWRENCEVILLE J,180,1,87,1,0,5,0,82,0,0,0,19,0,1,93,0,101,728,60,401,269,301,728,401
GWINNETTLAWRENCEVILLE K,224,2,129,0,0,30,2,193,1,0,0,35,0,2,203,0,233,883,84,1052,355,699,883,1052
GWINNETTLAWRENCEVILLE L,387,0,155,0,3,36,0,213,1,0,2,59,0,2,294,0,259,1601,105,1189,542,869,1601,1189
GWINNETTLAWRENCEVILLE M,573,2,178,0,2,29,0,121,0,0,1,10,0,3,101,0,146,2380,93,698,753,413,2380,698
GWINNETTLAWRENCEVILLE N,136,0,90,0,5,31,0,110,0,0,2,22,1,3,95,0,135,652,67,563,226,404,652,563
GWINNETTMARTINS A,272,0,134,1,1,12,0,44,1,0,1,9,0,0,56,0,58,1237,58,364,407,182,1237,364
GWINNETTMARTINS B,227,1,123,0,2,31,1,93,1,1,0,22,0,2,87,0,135,1087,50,564,351,375,1087,564
GWINNETTMARTINS C,209,1,114,0,0,27,2,85,0,0,3,21,0,0,140,0,159,818,55,611,324,437,818,611
GWINNETTMARTINS D,164,0,88,0,0,1,0,15,0,0,0,5,0,1,33,0,38,803,26,163,252,93,803,163
GWINNETTMARTINS E,426,1,195,0,0,12,0,45,0,0,0,5,0,1,41,0,45,2197,66,294,622,149,2197,294
GWINNETTMARTINS F,189,0,116,0,0,10,1,51,0,0,2,11,0,1,40,0,76,917,45,308,305,192,917,308
GWINNETTMARTINS G,199,0,86,0,1,7,0,69,0,0,0,5,0,0,48,0,100,863,57,339,285,230,863,339
GWINNETTMARTINS H,412,2,183,0,1,37,0,112,0,0,2,19,0,0,146,0,222,1594,67,821,597,539,1594,821
GWINNETTMARTINS I,319,0,123,0,2,15,0,56,0,1,3,13,0,0,78,1,106,1380,43,439,442,275,1380,439
GWINNETTMARTINS J,279,1,123,0,0,10,0,60,0,0,1,14,0,1,72,1,61,1533,75,392,403,220,1533,392
GWINNETTMARTINS K,486,1,187,0,2,19,0,105,0,1,1,14,0,1,83,0,137,2107,82,614,674,363,2107,614
GWINNETTNAN,37881,128,19094,83,401,5053,100,25420,98,16,146,5471,15,233,29800,42,32154,166153,12494,146989,57186,98949,166153,146989
GWINNETTPINCKNEYVILLE A,251,1,115,0,1,14,1,28,0,0,1,6,0,1,41,0,40,992,58,239,367,133,992,239
GWINNETTPINCKNEYVILLE A1,147,2,124,2,2,34,1,172,1,0,0,100,0,0,416,0,233,719,93,1160,275,959,719,1160
GWINNETTPINCKNEYVILLE B,211,1,141,0,0,6,1,47,0,0,0,15,0,0,62,0,75,1125,67,365,353,206,1125,365
GWINNETTPINCKNEYVILLE C,148,2,83,1,0,21,0,97,0,0,0,59,1,1,174,0,174,623,51,613,234,527,623,613
GWINNETTPINCKNEYVILLE D,160,1,81,0,1,3,0,19,0,0,0,8,0,0,26,0,53,729,39,190,242,110,729,190
GWINNETTPINCKNEYVILLE E,142,0,105,2,1,13,0,42,0,0,1,5,0,1,47,0,41,770,46,200,249,151,770,200
GWINNETTPINCKNEYVILLE F,94,1,65,1,1,14,0,46,0,0,0,9,0,2,41,0,57,698,28,295,161,170,698,295
GWINNETTPINCKNEYVILLE H,292,0,184,0,5,31,1,211,0,0,0,71,0,1,314,0,226,1342,114,1165,476,860,1342,1165
GWINNETTPINCKNEYVILLE I,182,1,102,1,0,12,1,46,1,0,1,10,0,0,52,0,72,988,37,310,286,195,988,310
GWINNETTPINCKNEYVILLE J,169,0,92,0,0,6,0,24,0,0,0,4,0,0,30,1,41,975,30,172,261,106,975,172
GWINNETTPINCKNEYVILLE K,265,1,144,0,0,14,0,58,0,0,0,18,0,0,54,0,81,1327,59,350,410,225,1327,350
GWINNETTPINCKNEYVILLE L,135,0,86,0,2,34,1,186,0,0,2,99,0,0,395,0,204,622,107,1040,221,923,622,1040
GWINNETTPINCKNEYVILLE M,127,0,80,0,1,33,1,172,4,0,0,102,0,1,395,0,171,650,75,1124,207,880,650,1124
GWINNETTPINCKNEYVILLE N,259,1,157,1,1,16,1,42,0,0,0,14,0,2,69,0,64,1412,72,318,418,209,1412,318
GWINNETTPINCKNEYVILLE O,271,0,155,0,0,18,1,33,0,0,0,11,0,1,77,1,79,1340,59,350,426,221,1340,350
GWINNETTPINCKNEYVILLE P,169,0,90,0,2,29,0,109,0,0,1,56,0,0,185,0,146,673,61,592,259,528,673,592
GWINNETTPINCKNEYVILLE Q,178,1,94,0,1,4,0,14,0,0,0,4,0,1,26,0,30,762,30,128,273,80,762,128
GWINNETTPINCKNEYVILLE S,220,0,139,0,1,17,3,93,0,0,0,28,0,1,117,0,140,1007,72,586,359,400,1007,586
GWINNETTPINCKNEYVILLE T,187,1,156,1,1,14,0,84,1,0,0,16,0,1,111,0,195,920,75,652,345,423,920,652
GWINNETTPINCKNEYVILLE U,140,2,116,0,3,23,0,80,0,0,0,29,0,0,136,0,135,711,68,462,258,406,711,462
GWINNETTPINCKNEYVILLE V,123,0,61,1,2,16,1,42,0,0,0,14,0,2,49,0,74,548,36,295,185,200,548,295
GWINNETTPINCKNEYVILLE W,251,2,146,0,1,26,2,116,0,0,0,44,0,1,214,0,199,1250,97,859,399,603,1250,859
GWINNETTPINCKNEYVILLE X,177,0,137,0,5,27,0,141,0,0,3,79,0,4,289,0,198,1029,119,1016,314,746,1029,1016
GWINNETTPINCKNEYVILLE Y,259,0,120,1,1,6,0,41,0,0,0,3,0,0,32,0,70,1221,40,289,380,153,1221,289
GWINNETTPINCKNEYVILLE Z,91,3,77,0,3,19,1,152,1,0,1,62,0,1,332,1,147,481,76,861,171,720,481,861
GWINNETTPUCKETTS A,191,0,101,1,4,86,2,361,4,0,3,43,0,3,348,0,458,881,108,2146,293,1312,881,2146
GWINNETTPUCKETTS B,158,0,72,1,5,43,0,214,0,0,0,39,0,0,198,0,270,581,57,1282,231,769,581,1282
GWINNETTPUCKETTS C,115,0,73,0,2,30,0,201,2,0,1,19,0,4,186,1,265,619,85,1183,188,711,619,1183
GWINNETTPUCKETTS D,128,0,93,1,2,47,0,229,1,0,1,43,0,0,211,0,307,616,86,1372,222,841,616,1372
GWINNETTPUCKETTS E,263,0,118,0,2,51,2,211,0,1,1,46,0,2,257,0,331,1333,92,1522,381,904,1333,1522
GWINNETTROCKBRIDGE A,477,0,160,0,4,23,1,99,1,0,0,14,0,1,85,0,114,1705,61,539,637,342,1705,539
GWINNETTROCKBRIDGE B,414,1,169,0,2,16,0,111,0,0,0,23,0,0,115,0,142,1631,64,620,584,409,1631,620
GWINNETTROCKBRIDGE C,775,0,237,0,0,33,0,99,0,0,3,22,0,2,119,0,153,2307,77,647,1012,431,2307,647
GWINNETTROCKBRIDGE D,461,1,148,0,4,32,0,146,0,0,2,24,0,0,125,0,138,1570,51,653,610,471,1570,653
GWINNETTROCKBRIDGE E,509,0,180,1,5,23,0,106,1,0,0,19,0,0,92,0,153,1774,70,573,690,399,1774,573
GWINNETTROCKBRIDGE F,822,2,239,1,0,33,0,139,0,0,0,25,0,1,145,0,191,2650,69,713,1064,534,2650,713
GWINNETTROCKBRIDGE G,684,0,205,0,2,23,1,98,1,0,0,26,0,1,135,0,172,2433,76,678,889,459,2433,678
GWINNETTROCKYCREEK A,306,0,158,1,3,72,1,363,0,0,0,55,0,2,314,0,409,1302,128,1934,465,1219,1302,1934
GWINNETTROCKYCREEK B,274,1,156,1,6,60,1,306,2,0,2,41,1,6,338,1,379,1148,148,1802,432,1143,1148,1802
GWINNETTROCKYCREEK C,292,1,156,0,2,44,4,298,2,0,2,54,0,1,361,1,356,1233,118,1782,449,1125,1233,1782
GWINNETTSUGAR HILL A,139,1,79,3,2,43,0,171,0,0,0,24,0,0,165,0,270,803,85,1247,222,675,803,1247
GWINNETTSUGAR HILL B,197,3,148,0,3,43,1,249,0,0,1,46,0,0,235,0,345,1048,144,1653,348,923,1048,1653
GWINNETTSUGAR HILL C,164,0,121,0,1,62,2,294,1,0,3,53,0,2,304,1,365,986,133,1914,285,1088,986,1914
GWINNETTSUGAR HILL D,188,1,111,2,3,51,1,201,1,0,2,31,0,3,191,0,337,838,92,1412,302,821,838,1412
GWINNETTSUGAR HILL E,133,1,75,0,3,42,1,181,0,0,3,22,0,2,190,0,218,671,101,1099,209,662,671,1099
GWINNETTSUGAR HILL F,150,4,133,0,6,63,1,240,0,0,2,27,0,2,246,0,277,873,132,1381,287,864,873,1381
GWINNETTSUGAR HILL G,133,0,101,1,3,34,0,203,2,0,0,39,0,3,211,2,274,610,96,1136,235,771,610,1136
GWINNETTSUWANEE A,85,0,61,1,1,15,1,71,1,0,0,20,0,0,101,0,90,437,46,468,147,300,437,468
GWINNETTSUWANEE B,243,0,91,0,6,36,1,229,0,0,2,46,0,5,322,0,253,1078,134,1350,334,900,1078,1350
GWINNETTSUWANEE C,235,2,148,1,9,59,0,253,2,0,1,60,1,2,344,1,329,1218,116,1509,386,1061,1218,1509
GWINNETTSUWANEE D,171,0,107,2,4,52,0,293,1,0,1,80,0,1,435,0,313,948,126,1894,280,1180,948,1894
GWINNETTSUWANEE E,200,0,114,0,3,48,0,230,1,0,0,63,0,3,424,0,289,934,117,1601,314,1061,934,1601
GWINNETTSUWANEE F,260,0,129,0,2,36,1,206,2,0,2,57,0,2,279,0,216,1056,123,1172,389,803,1056,1172
GWINNETTSUWANEE G,209,0,122,0,5,28,1,161,0,0,0,51,0,4,251,0,197,985,109,1104,331,698,985,1104
GWINNETTSUWANEE H,147,0,78,0,5,38,3,236,0,0,1,67,0,2,400,0,284,724,86,1633,225,1036,724,1633
HABERSHAMAMYS CREEK,48,1,50,0,3,34,0,133,0,0,1,15,0,0,107,0,213,174,28,815,99,506,174,815
HABERSHAMCITY OF BALDWIN,16,0,17,0,0,20,0,43,0,0,2,3,0,0,37,0,72,114,24,310,33,177,114,310
HABERSHAMDEMOREST,96,1,95,1,10,99,2,352,0,0,6,45,0,3,203,0,534,375,71,2384,193,1254,375,2384
HABERSHAMHABERSHAM NORTH,235,3,202,2,17,215,6,853,2,0,8,131,0,3,576,0,1117,819,171,4642,442,2928,819,4642
HABERSHAMHABERSHAM SOUTH,135,0,105,1,12,114,1,364,0,0,6,68,1,1,353,0,691,610,95,2632,241,1611,610,2632
HABERSHAMMUD CREEK,65,0,71,0,2,92,1,307,2,0,8,42,0,0,190,2,564,322,61,2073,136,1210,322,2073
HABERSHAMNAN,612,5,553,4,47,588,10,2093,4,0,33,311,1,7,1494,2,3295,2483,461,13190,1174,7885,2483,13190
HABERSHAMTOWN OF MOUNT AIRY,17,0,13,0,3,14,0,41,0,0,2,7,0,0,28,0,104,69,11,334,30,199,69,334
HALL01-WILSON,170,0,111,1,7,93,1,337,0,0,3,91,0,1,399,1,609,840,98,2279,282,1542,840,2279
HALL02-CHICOPEE,73,1,65,0,3,31,0,95,1,1,0,5,0,0,63,0,147,496,60,710,139,346,496,710
HALL03-OAKWOOD I,68,1,79,0,5,42,0,117,1,0,4,15,0,1,64,0,229,389,50,800,148,478,389,800
HALL04-OAKWOOD II,122,4,95,0,2,114,3,361,2,0,2,68,0,1,261,1,525,534,96,1949,221,1340,534,1949
HALL05-FLOWERY BRANCH I,88,0,89,2,11,63,1,365,1,0,1,48,0,6,236,1,450,445,104,1869,179,1183,445,1869
HALL06-FLOWERY BRANCH II,94,0,93,1,2,66,2,236,0,1,2,30,0,2,180,0,355,476,61,1429,188,876,476,1429
HALL07-ROBERTS,124,2,85,2,10,81,1,399,0,0,2,63,0,0,361,0,638,647,95,2645,213,1555,647,2645
HALL08-MORGAN I,59,1,41,1,5,113,0,348,1,0,1,35,0,0,211,0,457,327,67,1949,102,1171,327,1949
HALL09-MORGAN II,158,0,74,0,4,102,0,398,0,0,2,57,0,9,274,1,539,653,88,2065,232,1386,653,2065
HALL10-CANDLER,148,3,116,0,7,115,0,480,1,1,5,42,2,6,250,0,481,797,102,2228,267,1390,797,2228
HALL11-TADMORE,214,1,96,1,5,44,0,203,0,1,4,22,0,1,92,1,291,1138,72,1208,312,664,1138,1208
HALL12-GLADE,83,0,52,2,5,62,0,240,0,0,0,20,0,0,121,0,397,376,77,1503,137,845,376,1503
HALL13-LULA,54,0,25,1,3,53,0,292,0,0,1,19,0,1,99,0,444,220,40,1603,80,912,220,1603
HALL14-CLERMONT,36,2,43,3,5,91,1,349,2,0,1,38,0,2,190,0,463,166,49,1819,84,1142,166,1819
HALL15-QUILLIANS,29,0,42,1,2,76,0,307,0,0,0,32,0,0,139,0,389,161,39,1530,72,945,161,1530
HALL16-BARK CAMP,103,1,92,0,6,117,0,539,2,0,2,46,1,4,271,0,674,514,93,2724,196,1662,514,2724
HALL17-CHESTATEE,68,0,70,1,4,89,0,327,1,1,2,44,0,3,213,0,466,361,73,1849,139,1150,361,1849
HALL18-FORK,70,1,66,0,5,55,3,280,0,0,3,56,0,1,261,0,481,371,57,1734,137,1145,371,1734
HALL19-WHELCHEL,104,0,69,1,8,101,1,409,3,0,4,75,0,2,265,0,531,468,77,2214,174,1399,468,2214
HALL20-WEST WHELCHEL,133,0,68,1,21,110,2,373,4,0,5,165,0,2,533,0,480,541,109,2147,202,1695,541,2147
HALL21-GAINESVILLE I,167,0,92,0,5,89,3,228,1,0,3,76,0,2,233,0,297,625,75,1310,259,937,625,1310
HALL22-GAINESVILLE II,451,2,54,2,0,6,2,9,0,0,0,3,0,0,6,1,21,1189,23,109,509,48,1189,109
HALL23-GAINESVILLE III,141,1,124,0,4,50,0,126,0,0,0,26,0,3,105,0,213,950,110,1063,266,527,950,1063
HALL24-GAINESVILLE IV,109,0,88,1,2,37,0,128,0,0,0,47,0,4,135,1,198,546,76,839,198,552,546,839
HALL25-GAINESVILLE V,54,1,43,1,0,23,2,75,0,0,0,38,0,2,77,0,119,269,48,535,99,336,269,535
HALL26-GILLSVILLE,21,0,8,0,3,37,0,124,0,0,1,10,0,1,34,0,162,78,14,614,29,372,78,614
HALL28-FRIENDSHIP I,275,1,133,3,11,158,2,702,1,0,2,169,0,2,751,3,920,1108,161,4065,412,2721,1108,4065
HALL29-FRIENDSHIP II,73,0,57,0,5,68,0,244,1,0,2,33,0,1,208,0,377,331,74,1548,130,939,331,1548
HALL30-FRIENDSHIP III,97,2,95,1,6,81,0,355,2,0,1,40,0,5,240,0,441,543,107,2085,195,1171,543,2085
HALL31-FRIENDSHIP IV,57,0,43,0,4,38,2,187,1,0,0,56,0,1,222,1,240,364,40,1153,100,752,364,1153
HALLNAN,3495,24,2256,26,162,2298,26,9080,25,5,55,1537,3,66,6791,13,12562,16180,2307,51733,5801,32623,16180,51733
HANCOCKNAN,1121,9,147,7,0,29,4,61,0,1,5,19,0,2,64,0,231,2701,36,843,1284,416,2701,843
HANCOCKSPARTA 4C,24,0,9,0,0,0,0,5,0,1,0,0,0,0,1,0,3,80,2,25,33,10,80,25
HARALSONBEREA-STEADMAN,3,0,3,0,3,10,0,66,0,0,1,2,0,1,18,0,84,23,7,323,6,185,23,323
HARALSONBREMEN,148,2,96,8,7,197,1,430,1,2,5,46,1,6,337,0,774,558,97,2969,254,1807,558,2969
HARALSONBUCHANAN,68,0,28,2,1,42,0,177,1,0,1,12,0,0,90,1,376,169,20,1154,98,701,169,1154
HARALSONBUNCOMBE,15,1,16,0,1,26,0,52,0,0,1,5,0,0,27,0,141,52,11,459,32,253,52,459
HARALSONCORINTH,22,0,24,1,2,22,0,166,0,0,0,8,0,0,44,0,240,78,14,821,47,482,78,821
HARALSONFELTON,4,0,5,1,0,5,0,12,0,0,0,1,0,0,3,0,75,13,2,153,10,96,13,153
HARALSONLITTLE CREEK,13,0,9,0,1,11,0,55,0,1,0,6,0,1,23,0,128,46,9,386,22,226,46,386
HARALSONMT VIEW,2,0,3,0,3,4,0,38,0,0,0,2,0,0,7,0,55,12,1,170,5,109,12,170
HARALSONNAN,414,8,312,17,29,437,4,1461,3,5,18,125,1,11,787,3,2823,1475,264,9585,751,5707,1475,9585
HARALSONSEVENTH,50,1,31,3,1,27,1,125,0,0,4,9,0,1,53,0,240,151,23,837,85,461,151,837
HARALSONTALLAPOOSA,57,4,68,1,5,51,2,194,1,1,4,27,0,2,115,2,433,258,52,1395,130,837,258,1395
HARALSONTWENTIETH,17,0,12,0,2,17,0,67,0,0,1,3,0,0,31,0,113,40,12,389,29,234,40,389
HARALSONWACO,15,0,17,1,3,25,0,79,0,1,1,4,0,0,39,0,164,75,16,529,33,316,75,529
HARRISCATAULA,125,0,34,1,5,75,1,247,2,0,1,48,0,2,158,0,297,379,50,1454,160,836,379,1454
HARRISELLERSLIE,224,1,84,0,4,139,0,327,1,0,2,54,0,2,242,0,357,701,57,2022,309,1128,701,2022
HARRISGOODMAN,127,1,49,0,6,59,1,113,1,0,0,40,0,0,94,0,136,369,21,638,177,450,369,638
HARRISHAMILTON,207,1,43,0,5,51,1,128,1,0,1,21,0,0,95,0,225,509,39,987,251,528,509,987
HARRISLOWER 19TH,104,2,44,0,5,65,0,206,0,0,4,39,0,0,110,0,315,346,43,1327,150,744,346,1327
HARRISMULBERRY GROVE,80,0,52,0,3,92,0,267,1,1,3,39,0,3,145,2,354,317,41,1617,132,910,317,1617
HARRISNAN,1372,7,448,2,39,686,9,1946,7,1,18,345,0,11,1291,3,2542,4086,379,11936,1829,6898,4086,11936
HARRISPINE MOUNTAIN VALLEY,45,1,18,1,4,39,1,108,0,0,3,12,0,1,50,0,139,119,19,599,65,357,119,599
HARRISSKINNER,67,0,30,0,2,31,0,60,0,0,0,17,0,0,71,1,80,207,18,361,97,262,207,361
HARRISUPPER 19TH,37,0,12,0,0,29,2,144,0,0,1,28,0,0,100,0,200,150,20,823,49,504,150,823
HARRISVALLEY PLAINS,64,1,17,0,1,18,1,43,0,0,0,3,0,0,27,0,77,152,6,316,82,170,152,316
HARRISWAVERLY HALL,210,0,48,0,4,50,2,193,1,0,3,18,0,1,89,0,212,609,46,1112,258,573,609,1112
HARRISWHITESVILLE,82,0,17,0,0,38,0,110,0,0,0,26,0,2,110,0,150,228,19,680,99,436,228,680
HARTBIO,71,0,14,0,2,38,1,108,0,0,2,7,0,0,44,0,169,237,9,599,85,371,237,599
HARTBOWERSVILLE,44,0,20,0,2,32,0,103,0,0,0,8,0,0,54,0,146,144,9,637,64,345,144,637
HARTCOKESBURY,116,0,23,0,1,23,0,43,0,0,0,4,0,0,34,0,95,306,16,385,139,200,306,385
HARTGOLDMINE,57,1,28,0,3,35,0,133,0,0,2,11,0,1,79,1,199,207,22,843,86,464,207,843
HARTHARTWELL,335,2,124,4,10,125,1,307,0,1,2,62,0,1,307,1,644,1235,80,2596,465,1461,1235,2596
HARTNAN,740,3,276,5,27,355,3,965,1,2,7,173,0,3,810,4,1858,2585,209,7286,1024,4208,2585,7286
HARTREED CREEK,83,0,52,1,8,69,1,176,1,0,0,60,0,1,200,1,416,324,51,1462,136,933,324,1462
HARTSHOAL CREEK,34,0,15,0,1,33,0,95,0,1,1,21,0,0,92,1,189,132,22,764,49,434,132,764
HEARDCENTRALHATCHEE,46,3,29,0,4,24,0,122,0,0,0,28,0,0,59,0,291,140,26,891,78,528,140,891
HEARDCOOKSVILLE - CORINTH,15,0,5,0,0,6,0,41,0,0,0,3,0,0,16,0,68,33,7,256,20,134,33,256
HEARDENON GROVE,30,1,19,0,4,23,0,45,0,0,1,9,0,0,20,0,157,84,14,471,50,259,84,471
HEARDEPHESUS,20,1,19,0,1,19,0,80,0,0,1,22,0,1,36,0,200,85,19,631,40,360,85,631
HEARDFRANKLIN,125,2,31,0,5,33,0,98,1,0,1,36,0,0,75,0,253,305,25,848,158,502,305,848
HEARDNAN,277,7,111,0,14,112,0,417,1,0,6,102,0,2,217,0,1069,743,93,3370,395,1940,743,3370
HEARDSOUTHWEST,41,0,8,0,0,7,0,31,0,0,3,4,0,1,11,0,100,96,2,273,49,157,96,273
HENRYAUSTIN ROAD,511,2,107,1,3,30,1,174,3,0,0,10,0,0,96,0,207,1301,41,784,621,524,1301,784
HENRYCOTTON INDIAN,304,0,104,0,2,48,0,218,2,0,1,36,0,4,147,0,378,1251,72,1320,408,836,1251,1320
HENRYDUTCHTOWN,201,0,73,1,3,43,0,227,0,0,0,25,0,1,149,0,257,671,57,1009,275,705,671,1009
HENRYEAST LAKE,110,2,66,0,7,68,1,334,5,0,1,44,0,1,211,1,421,466,51,1648,178,1094,466,1648
HENRYELLENWOOD,1000,2,185,2,4,27,0,65,0,0,3,19,0,0,77,0,131,2222,47,483,1189,326,2222,483
HENRYFLIPPEN,603,2,144,1,6,32,3,131,1,0,2,40,0,3,153,0,247,1736,39,1002,750,618,1736,1002
HENRYGROVE PARK,189,0,58,1,2,38,1,242,1,0,2,9,0,1,115,0,287,609,52,1299,248,698,609,1299
HENRYHICKORY FLAT,598,1,179,2,4,50,1,248,0,0,1,26,1,2,198,0,270,1904,91,1199,780,801,1904,1199
HENRYKELLEYTOWN,255,1,96,1,6,55,0,321,2,0,0,36,0,2,235,1,395,725,78,1579,353,1053,725,1579
HENRYLAKE DOW,306,0,105,1,5,69,2,382,0,0,2,47,0,4,338,1,600,965,79,2149,412,1450,965,2149
HENRYLAKE HAVEN,274,2,132,0,2,58,2,274,0,0,1,42,1,1,228,2,402,980,83,1548,408,1013,980,1548
HENRYLIGHTHOUSE,531,0,145,0,6,34,2,207,1,0,0,15,0,6,109,0,255,1342,51,951,676,635,1342,951
HENRYLOCUST GROVE,604,1,129,5,4,54,2,234,0,0,0,24,0,3,158,0,270,1852,97,1371,739,749,1852,1371
HENRYLOWES,742,2,224,1,7,60,4,334,1,2,1,41,0,3,245,1,406,2768,127,2055,969,1105,2768,2055
HENRYMCDONOUGH,179,0,53,1,3,18,0,85,1,0,2,6,0,1,70,0,132,660,25,449,233,318,660,449
HENRYMCDONOUGH CENTRAL,360,0,109,0,19,32,0,162,1,0,0,49,0,1,222,0,337,1229,70,1148,469,823,1229,1148
HENRYMCMULLEN,130,1,65,1,6,52,0,306,1,0,2,17,0,0,211,0,403,495,69,1660,197,998,495,1660
HENRYMT. BETHEL,176,0,61,0,3,42,0,287,0,0,2,18,0,2,128,0,427,485,48,1595,237,909,485,1595
HENRYMT. CARMEL,585,0,127,1,3,39,1,134,0,0,3,11,0,2,96,0,173,1929,49,717,713,462,1929,717
HENRYNAN,15795,38,4468,35,161,1705,33,8220,34,9,52,862,3,58,5766,11,11375,50057,2505,45724,20336,28289,50057,45724
HENRYNORTH HAMPTON,557,2,181,1,4,61,1,257,2,0,2,29,0,0,187,0,451,2058,118,1771,741,994,2058,1771
HENRYOAKLAND,375,1,116,3,6,57,1,279,1,0,2,31,0,0,180,0,329,1204,67,1424,495,886,1204,1424
HENRYPATES CREEK,506,3,181,2,5,69,1,277,2,0,0,39,0,1,219,0,408,1700,102,1530,692,1021,1700,1530
HENRYPLEASANT GROVE,374,1,112,0,7,58,0,332,2,0,3,30,0,2,218,0,409,1045,54,1582,487,1061,1045,1582
HENRYRED OAK,967,1,247,2,0,20,1,66,0,0,0,8,0,0,99,0,115,2822,58,496,1217,309,2822,496
HENRYSANDY RIDGE,124,1,54,0,2,76,3,400,0,0,2,25,1,1,195,0,472,493,83,2247,179,1177,493,2247
HENRYSHAKERAG,840,2,170,0,2,13,0,46,0,0,0,6,0,0,37,0,78,2093,54,307,1012,182,2093,307
HENRYSHILOH,420,1,114,1,2,33,0,133,0,1,1,16,0,1,111,0,196,1416,73,743,536,494,1416,743
HENRYSOUTH HAMPTON,384,2,108,1,4,86,0,289,1,0,3,25,0,4,185,2,419,1395,107,1601,495,1018,1395,1601
HENRYSTAGECOACH,314,2,99,2,1,29,0,150,0,2,0,8,0,0,82,0,292,991,50,934,417,564,991,934
HENRYSTOCKBRIDGE CENTRAL,445,0,162,0,7,26,0,95,1,0,2,10,0,1,92,0,217,1640,64,716,607,451,1640,716
HENRYSTOCKBRIDGE EAST,289,0,63,0,3,9,0,47,1,0,0,9,0,0,59,0,62,894,33,254,352,190,894,254
HENRYSTOCKBRIDGE WEST,635,3,157,0,1,24,0,45,0,0,1,7,0,0,42,0,65,1995,47,351,795,185,1995,351
HENRYSWAN LAKE,287,1,109,0,2,49,0,245,0,0,3,22,0,1,182,1,352,857,60,1274,397,857,857,1274
HENRYTIMBERRIDGE,120,1,27,0,3,40,0,200,2,0,0,18,0,0,159,0,224,311,26,981,148,646,311,981
HENRYTUSSAHAW,61,1,37,1,6,69,2,359,1,0,3,21,0,2,152,1,420,265,58,1842,100,1036,265,1842
HENRYUNITY GROVE - 03,129,0,38,0,3,36,0,164,0,1,2,9,0,3,103,0,219,425,30,935,167,540,425,935
HENRYUNITY GROVE - 10,65,0,28,0,0,39,1,225,0,1,3,16,0,2,121,0,323,213,40,1292,93,731,213,1292
HENRYWESLEY LAKES,564,0,165,0,6,43,2,161,1,1,2,15,0,1,109,0,223,2047,78,940,729,564,2047,940
HENRYWESTSIDE,681,0,138,3,2,19,1,85,1,1,0,3,0,2,48,1,103,2603,77,538,822,266,2603,538
HOUSTONANNX,252,1,106,1,6,118,2,312,1,0,4,62,0,3,285,1,425,828,98,2077,360,1219,828,2077
HOUSTONBMS,376,2,161,1,7,162,1,613,0,0,6,112,0,7,576,1,748,1500,155,3875,540,2233,1500,3875
HOUSTONCENT,416,3,135,1,14,124,0,363,2,0,2,71,0,3,292,0,594,1519,130,2791,555,1465,1519,2791
HOUSTONCGTC,244,0,90,1,2,55,1,292,1,0,9,59,0,1,218,3,402,855,96,1820,335,1043,855,1820
HOUSTONFMMS,544,1,203,2,4,150,0,434,1,1,0,72,0,2,364,0,535,2100,185,3105,750,1563,2100,3105
HOUSTONHAFS,88,0,25,0,1,49,0,131,0,0,0,8,0,0,80,1,201,253,15,810,113,471,253,810
HOUSTONHCTC,346,3,165,2,12,98,1,223,1,0,1,53,0,5,183,0,418,1495,139,1929,516,995,1495,1929
HOUSTONHEFS,97,0,12,0,0,20,0,88,0,0,0,5,0,1,50,0,105,282,10,502,109,269,282,502
HOUSTONHHPC,558,1,136,3,1,75,1,313,2,0,1,43,1,6,219,1,394,1881,124,1920,698,1057,1881,1920
HOUSTONMCMS,426,1,164,1,16,169,2,486,0,1,3,58,0,5,393,0,581,1733,160,3345,592,1714,1733,3345
HOUSTONMILL,133,0,80,3,2,46,1,109,0,1,2,22,0,1,95,0,201,470,39,819,216,480,470,819
HOUSTONNAN,6311,20,1956,20,110,1677,18,5145,18,8,50,867,4,55,4135,9,7114,22553,1761,35430,8307,19210,22553,35430
HOUSTONNSES,185,1,41,2,0,39,2,147,1,0,3,21,0,3,93,0,227,521,28,1002,229,536,521,1002
