precinct,pri_dem_CLINTON,pri_dem_O'MAILEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GILMORE,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_ind_CASTLE,gen_ind_FOX,gen_ind_FUENTE,gen_ind_HOEFLING,gen_ind_JOHNSON,gen_ind_KENNEDY,gen_ind_KOTLIKOFF,gen_ind_MCMULLIN,gen_ind_SCHOENKE,gen_ind_SMITH,gen_ind_STEIN,gen_rep_TRUMP,gen_unk_LIMBAUGH,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
CARTERGAP CREEK,56,1,52,2,52,0,137,1,0,0,1,14,0,0,116,0,325,218,1,0,1,0,28,2,0,2,0,4,4,1254,0,109,648,218,1254
CARTERHAMPTON,19,0,32,5,18,0,72,0,0,0,1,5,0,1,64,0,185,73,0,0,1,0,9,1,0,1,0,0,4,641,0,51,351,73,641
CARTERHAPPY VALLEY,100,1,153,14,82,2,248,1,0,0,5,55,0,1,234,1,373,577,2,0,1,0,91,7,0,15,0,13,25,1778,0,254,1016,577,1778
CARTERHAROLD MCCORMICK,58,2,54,14,27,1,66,1,0,1,3,7,0,0,43,1,150,219,1,0,1,0,24,3,0,2,0,0,7,535,0,114,314,219,535
CARTERHIGH SCHOOL,60,0,98,9,49,3,143,1,2,0,2,30,0,0,125,1,231,320,2,0,4,0,42,1,0,2,0,2,17,1040,0,158,596,320,1040
CARTERHUNTER,55,0,42,8,55,2,205,0,0,0,6,33,0,3,135,1,399,199,0,0,2,0,18,0,0,1,0,7,6,1426,0,97,847,199,1426
CARTERKEENBURG,28,1,35,1,19,0,89,0,1,0,4,15,0,0,57,0,200,139,1,0,0,0,17,0,0,4,0,0,2,666,0,64,386,139,666
CARTERLITTLE MILLIGAN,7,0,6,0,16,0,28,0,0,0,0,11,0,1,27,0,59,38,0,0,0,0,3,0,0,0,0,0,1,230,0,13,142,38,230
CARTERMIDWAY,10,0,8,1,28,0,81,1,0,1,0,2,0,1,37,1,154,39,0,0,0,0,6,0,0,0,0,0,1,480,0,18,307,39,480
CARTERNATIONAL GUARD,8,0,1,0,7,0,9,0,0,0,0,0,0,0,12,0,23,17,0,0,1,0,2,0,0,0,0,0,0,74,0,9,51,17,74
CARTERRANGE,19,0,21,2,8,0,42,0,0,0,1,5,0,0,31,0,89,66,0,0,1,0,11,1,0,4,0,0,2,314,0,40,178,66,314
CARTERROAN MOUNTAIN,30,0,26,5,50,3,185,1,0,0,3,15,0,0,115,1,262,151,2,0,4,0,13,1,0,2,0,1,5,1225,0,56,640,151,1225
CARTERSIAM,13,0,14,0,22,0,66,0,0,1,1,5,1,1,46,0,99,73,1,0,1,0,9,0,0,1,0,0,3,442,0,27,242,73,442
CARTERTIGER VALLEY,27,0,35,4,39,1,164,1,0,1,2,15,0,0,81,0,247,142,0,0,1,0,18,1,0,0,0,3,5,1043,0,62,555,142,1043
CARTERUNAKA,29,0,38,7,28,1,135,0,0,0,3,13,0,1,63,0,191,134,0,0,1,0,12,0,0,1,0,4,7,691,0,67,442,134,691
CARTERVALLEY FORGE,36,0,38,6,24,1,118,0,2,1,1,20,1,0,103,0,243,161,0,0,2,0,17,2,0,2,0,7,4,989,0,74,520,161,989
CARTERWATAUGA,9,0,7,0,7,0,17,0,0,0,0,1,0,1,14,0,65,39,1,0,1,0,6,0,0,0,0,0,2,190,0,16,105,39,190
CARTERWESTSIDE,74,3,56,9,57,1,157,0,0,1,5,35,0,1,146,1,272,293,1,0,1,0,26,0,0,4,0,3,10,1139,0,133,685,293,1139
CHEATHAM1-1 COUNTY LIBRARY,193,3,117,12,51,0,187,0,0,0,2,23,0,1,94,1,361,670,1,0,4,0,80,1,0,14,0,12,11,1444,0,313,732,670,1444
CHEATHAM2-2 EAST CHEATHAM,143,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,6,0,61,1,0,16,0,7,10,1987,0,234,0,524,1987
CHEATHAM3-1 PLEASANT VIEW,141,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,2,0,2,0,98,0,0,7,0,9,13,2138,0,239,0,542,2138
CHEATHAM4-1 WEST CHEATHAM,94,0,61,4,39,0,165,0,0,0,1,18,1,0,77,1,318,307,3,0,2,0,41,1,0,1,0,7,7,1134,0,155,624,307,1134
CHEATHAM4-3 SYCAMORE,63,0,38,4,36,0,120,0,0,1,1,13,0,0,76,1,177,230,0,0,2,0,32,1,0,1,0,0,6,848,0,101,429,230,848
CHEATHAM5-1 GREENBRIER,49,1,32,1,20,0,63,0,0,0,0,7,0,0,31,1,119,148,0,0,2,0,8,1,0,1,0,0,8,526,0,82,242,148,526
CHEATHAM5-2 PEGRAM,131,1,137,7,46,0,188,0,0,0,0,31,0,2,117,0,300,552,2,0,4,0,57,4,0,9,0,7,16,1281,0,269,691,552,1281
CHEATHAM6-1 HARPETH,252,3,233,4,80,1,277,1,2,0,3,53,0,3,184,0,454,905,0,0,4,0,86,4,0,41,0,8,28,1939,0,488,1062,905,1939
CHESTER1-2 ENVILLE,27,0,17,4,17,0,46,0,1,0,1,3,0,0,24,0,87,82,0,0,0,0,7,0,0,0,0,1,0,380,0,44,183,82,380
CHESTER1-5 SWEET LIPS,19,0,5,1,13,0,31,0,0,0,0,3,0,0,25,0,72,65,0,0,0,0,6,0,0,4,0,0,2,296,0,24,145,65,296
CHESTER1-6 HARMONY,13,0,10,2,11,0,21,0,0,0,0,0,0,0,21,1,59,52,0,0,1,0,9,1,0,0,0,1,0,208,0,23,115,52,208
CHESTER2-1 JACKS CREEK,7,0,8,2,19,0,36,0,0,0,2,4,0,0,17,0,86,66,1,0,0,0,5,0,0,2,0,0,1,372,0,15,166,66,372
CHESTER2-2 FRIENDSHIP,39,0,12,0,39,0,94,0,1,0,0,5,0,0,38,1,117,107,0,0,0,0,6,1,0,1,0,1,2,657,0,51,295,107,657
CHESTER3-2 MONTEZUMA,34,0,19,1,37,0,66,0,1,0,0,8,1,2,33,0,121,93,1,0,0,0,12,0,0,3,0,1,0,559,0,53,270,93,559
CHESTER3-4 MASSEYVILLE,19,0,3,0,4,0,29,0,0,0,1,3,0,0,18,0,50,35,0,0,0,0,4,0,0,0,0,1,0,196,0,22,105,35,196
CHESTER3-6 DEANBURG,7,0,2,1,13,0,26,0,0,0,1,4,0,0,25,0,53,26,0,0,0,0,3,2,0,3,0,1,0,223,0,9,123,26,223
CHESTER4-1 WEST CHESTER,54,1,27,12,84,0,151,0,0,0,1,20,0,0,100,0,203,66,0,0,2,0,8,0,0,2,0,1,2,512,0,82,571,66,512
CHESTER5-1 EAST CHESTER,77,1,26,4,59,0,90,0,1,0,2,8,0,0,52,0,122,81,0,0,0,0,8,0,0,0,0,0,1,381,0,104,338,81,381
CHESTER6-1 CITY HALL,46,0,16,1,26,2,61,0,0,0,1,5,0,0,26,0,58,169,0,0,0,0,12,0,0,6,0,2,0,383,0,62,180,169,383
CLAIBORNE1-1 TAZEWELL,92,2,43,2,25,1,85,1,0,1,2,10,0,0,76,0,238,330,1,0,1,0,20,3,0,0,0,3,5,1153,0,137,441,330,1153
CLAIBORNE2-1 CLOUDS,24,0,25,1,14,0,74,0,0,0,1,4,0,0,28,1,133,94,0,0,1,0,12,1,0,3,0,2,2,688,0,49,256,94,688
CLAIBORNE2-2 GOIN,9,1,12,1,7,0,22,0,1,0,1,2,0,1,20,0,112,68,0,0,2,0,9,0,0,0,0,0,0,361,0,22,167,68,361
CLAIBORNE2-3 SANDLICK,21,1,15,1,10,0,38,0,0,0,1,9,0,0,14,0,88,77,0,0,0,0,10,0,0,0,0,0,0,381,0,37,161,77,381
CLAIBORNE3-1 LONE MOUNTAIN,18,0,1,0,4,0,35,0,1,0,1,7,0,0,12,0,66,50,0,0,0,0,11,0,0,1,0,5,1,256,0,19,126,50,256
CLAIBORNE3-2 NEW TAZEWELL,63,2,33,7,21,1,64,1,2,0,1,15,0,3,53,0,268,229,0,0,4,0,31,4,0,0,0,2,5,940,0,98,436,229,940
CLAIBORNE4-1 GIBSON HALL,12,1,3,0,1,0,5,0,0,0,0,4,0,0,6,0,13,27,0,0,0,0,0,1,0,0,0,1,0,72,0,16,29,27,72
CLAIBORNE4-2 HOWARD'S QUARTER,4,0,5,0,1,0,13,0,0,0,1,1,0,0,11,0,44,16,0,0,0,0,1,0,0,0,0,0,0,155,0,9,71,16,155
CLAIBORNE4-3 LIBERTY,6,1,7,0,2,0,18,0,0,0,1,5,0,1,5,0,29,17,0,0,0,0,4,1,0,0,0,0,0,110,0,14,61,17,110
CLAIBORNE4-4 SPRINGDALE,44,0,24,1,16,0,46,0,0,0,0,6,0,0,23,0,154,109,0,0,2,0,14,1,0,2,0,0,2,571,0,68,246,109,571
CLAIBORNE5-1 BIG SPRING UNION,27,1,14,1,10,1,37,0,0,0,0,1,0,0,18,0,119,72,0,0,0,0,9,0,0,0,0,2,1,484,0,42,187,72,484
CLAIBORNE6-1 HARROGATE,76,0,44,3,29,2,123,0,0,1,1,19,0,0,74,0,264,242,1,0,1,0,24,8,0,5,0,4,4,1116,0,120,516,242,1116
CLAIBORNE7-1 ARTHUR,52,0,42,6,35,1,107,1,0,0,3,12,0,1,110,0,222,247,0,0,3,0,26,2,0,1,0,1,9,1128,0,94,498,247,1128
CLAIBORNE7-2 CUMBERLAND GAP,16,0,9,0,1,0,3,0,0,0,0,2,0,2,13,0,24,41,0,0,0,0,5,0,0,2,0,0,0,98,0,25,45,41,98
CLAIBORNE8-1 ROGERS MILL,17,0,20,4,8,0,65,1,0,0,1,9,0,0,22,0,123,60,0,0,1,0,5,1,0,0,0,2,0,448,0,37,233,60,448
CLAIBORNE8-2 VANBEBBER SPRNGS,36,0,11,2,16,0,59,0,0,0,1,10,0,0,36,0,104,105,0,0,1,0,10,1,0,2,0,5,0,500,0,47,228,105,500
CLAIBORNE9-1 CLAIRFIELD,27,2,5,0,0,0,8,1,0,0,0,2,0,0,19,0,25,48,0,0,0,0,1,1,0,0,0,0,0,141,0,34,55,48,141
CLAY1 DENTONS CROSS ROAD,39,0,20,1,11,1,42,0,1,0,0,9,0,1,30,0,133,100,0,0,0,0,5,0,0,0,0,3,2,478,0,59,229,100,478
CLAY2 HERMITAGE SPRINGS,38,1,14,3,23,1,42,0,0,0,0,5,0,2,32,0,122,89,0,0,0,0,14,0,0,0,0,1,3,429,0,53,230,89,429
CLAY3 CELINA,95,0,23,2,4,0,19,0,0,0,0,4,0,1,27,1,86,220,0,0,0,0,4,1,0,0,0,3,4,305,0,118,144,220,305
CLAY4-1 MAPLE GROVE,14,0,3,0,8,0,21,0,0,0,0,5,0,0,16,0,48,42,0,0,0,0,1,0,0,0,0,0,0,185,0,17,98,42,185
CLAY4-2 BUTLERS LANDING,38,0,17,0,9,0,30,0,0,0,0,5,0,0,12,0,104,96,0,0,2,0,12,0,0,0,0,1,1,327,0,55,160,96,327
CLAY5-1 BEECH BETHANY,19,0,12,1,7,0,15,0,0,0,0,2,0,1,19,0,47,77,0,0,0,0,5,0,0,0,0,1,1,220,0,31,92,77,220
CLAY5-2 PEA RIDGE,27,1,14,0,4,1,11,0,1,0,0,7,0,1,10,0,60,83,0,0,0,0,6,1,0,0,0,1,0,197,0,42,95,83,197
COCKEARMORY,18,0,23,6,15,0,55,1,1,0,2,9,0,1,36,0,135,93,0,0,2,0,7,1,0,2,0,0,4,419,0,41,261,93,419
COCKEBRIDGEPORT,21,0,13,2,13,0,56,0,0,0,3,5,0,0,39,0,132,71,0,0,1,0,10,1,0,0,0,0,0,397,0,34,250,71,397
COCKECENTERVIEW,31,0,28,5,19,1,117,0,0,0,2,9,0,0,79,1,316,122,0,0,2,0,12,0,0,0,0,1,2,886,0,59,549,122,886
COCKECENTRAL,35,0,17,6,14,0,49,2,0,0,4,5,0,0,25,0,144,142,0,0,1,0,15,3,0,2,0,1,5,444,0,52,249,142,444
COCKECOCKE COUNTY HIGH,15,0,9,2,14,0,58,1,0,0,0,6,0,0,21,0,131,78,0,0,1,0,6,0,0,0,0,0,1,387,0,24,233,78,387
COCKECOSBY,22,1,43,5,41,1,125,3,0,0,3,21,0,0,60,2,274,161,0,0,1,0,28,0,0,0,0,1,4,949,0,66,535,161,949
COCKEDEL RIO,17,0,26,6,25,1,60,0,0,0,1,16,0,1,36,0,136,84,0,0,0,0,10,2,0,0,0,1,2,466,0,43,282,84,466
COCKEEDGEMONT,32,1,16,5,12,1,51,0,0,0,1,3,0,1,26,0,161,94,0,0,1,0,8,2,0,0,0,3,2,483,0,49,261,94,483
COCKEEDWINA,42,1,17,6,42,0,136,0,0,0,6,15,0,1,78,0,270,133,0,0,1,2,14,1,0,2,0,7,6,907,0,60,554,133,907
COCKEFOREST HILL,21,0,13,4,18,0,60,1,0,0,2,16,0,3,29,1,183,81,0,0,3,0,6,1,0,0,0,1,3,503,0,34,317,81,503
COCKEGRASSY FORK,9,0,20,3,10,0,36,0,0,0,3,3,0,0,25,1,98,60,0,0,0,0,3,2,0,0,0,1,6,303,0,29,179,60,303
COCKEHOUSTON VALLEY,0,0,2,0,0,1,11,0,0,0,0,0,0,0,2,0,18,9,0,0,0,0,1,0,0,0,0,0,0,51,0,2,32,9,51
COCKELONG CREEK,16,1,7,4,17,0,61,0,0,0,4,12,0,1,24,0,158,77,0,0,1,0,11,0,0,1,0,2,1,428,0,24,281,77,428
COCKENEWPORT GRAMMAR,36,0,24,13,25,1,118,0,0,0,6,37,0,3,77,1,201,185,0,0,0,0,30,2,0,4,0,2,3,680,0,60,482,185,680
COCKENORTHPORT,32,1,19,2,22,1,47,0,0,1,4,10,0,1,39,1,163,147,1,0,1,0,16,0,0,0,0,1,4,543,0,52,291,147,543
COCKEPARROTTSVILLE,21,0,28,5,25,0,114,0,0,1,4,16,0,3,73,0,275,141,0,0,1,0,15,3,0,0,0,1,1,739,0,49,516,141,739
COCKERANKIN,12,0,3,1,7,1,22,0,0,0,0,5,0,0,13,0,73,34,0,0,2,0,3,0,0,0,0,0,0,193,0,15,122,34,193
COCKESMOKY MOUNTAIN,45,1,38,1,14,2,75,0,0,1,2,8,0,0,36,0,152,145,0,0,3,0,7,1,0,2,0,2,14,526,0,84,291,145,526
COCKEWEST END,34,0,15,11,23,1,45,1,0,0,2,11,0,0,47,0,180,124,1,0,0,0,9,0,0,0,0,3,1,487,0,49,321,124,487
COFFEE1 ADA WRIGHT CC,80,1,45,6,25,1,95,0,0,0,0,25,0,0,46,0,165,261,0,0,3,0,24,2,0,1,0,3,8,639,0,126,363,261,639
COFFEE10 MT. ARARAT,60,1,26,4,33,0,114,0,0,0,0,12,0,0,39,0,150,180,0,0,0,0,17,1,0,1,0,3,5,652,0,87,352,180,652
COFFEE11 FREDONIA,65,0,24,4,24,0,87,0,0,0,1,10,0,0,71,1,185,177,0,0,0,0,30,0,0,8,0,5,0,668,0,89,383,177,668
COFFEE12 NORTH COFFEE,52,4,38,3,42,0,121,0,0,0,0,10,0,3,47,0,206,176,0,0,2,0,21,1,0,1,0,0,8,821,0,94,432,176,821
COFFEE13-1 BLANTON'S CHAPEL,41,0,34,4,36,1,98,0,0,1,2,11,0,1,37,0,153,125,0,0,0,0,14,0,0,1,0,3,1,506,0,75,344,125,506
COFFEE13-2 GRACE BAPTIST,29,0,16,0,27,0,60,0,0,0,1,11,0,0,51,0,113,72,0,0,1,0,11,0,0,0,0,1,1,434,0,45,263,72,434
COFFEE14 HICKERSON,98,1,40,4,36,1,131,0,0,0,0,18,0,3,62,1,199,236,0,0,1,0,15,0,0,1,0,1,2,822,0,139,455,236,822
COFFEE15 GRACE BAPTIST,91,2,72,2,65,1,129,3,0,0,0,48,0,0,122,0,187,323,4,0,3,0,28,3,0,5,0,2,1,897,0,165,557,323,897
COFFEE16 LION'S CLUB,122,2,59,10,46,1,181,1,0,0,2,51,0,1,195,0,220,366,0,0,1,0,62,2,0,8,0,2,7,983,0,183,708,366,983
COFFEE18 FIRST CHRISTIAN,64,1,43,9,44,0,71,0,0,0,0,19,0,0,65,0,125,233,0,0,1,0,32,2,0,1,0,4,3,614,0,108,333,233,614
COFFEE19 CD STAMPS CENTER,73,0,27,1,8,1,28,0,0,0,1,5,0,0,16,0,67,212,0,0,2,0,11,0,0,1,0,3,6,353,0,100,127,212,353
COFFEE2 ST PAUL,49,2,22,0,9,0,50,0,0,0,0,2,0,0,23,0,84,137,0,0,2,0,20,0,0,1,0,1,5,336,0,73,168,137,336
COFFEE20 SR CITIZENS CENTER,76,1,46,4,30,1,109,0,0,0,1,23,0,1,62,0,151,284,0,0,3,0,24,2,0,5,0,1,12,647,0,123,382,284,647
COFFEE21 WILSON AVE,97,0,53,2,29,0,114,0,0,0,1,22,0,2,77,0,151,296,0,0,1,0,34,4,0,8,0,5,8,668,0,150,398,296,668
COFFEE3 TRINITY,63,2,65,0,45,1,133,0,0,0,0,25,1,0,75,1,165,262,2,0,4,0,25,1,0,3,0,6,11,778,0,130,446,262,778
COFFEE4 FIRST BAPTIST,93,1,52,9,38,0,94,0,0,0,2,18,0,1,47,0,160,298,0,0,1,0,20,1,0,1,0,4,13,661,0,146,369,298,661
COFFEE5 HILLSBORO,85,0,17,3,26,0,118,0,1,0,0,20,0,0,54,0,196,217,0,0,1,0,11,2,0,2,0,3,5,723,0,102,418,217,723
COFFEE6 TN VOCATIONAL CENTER,43,3,41,4,32,0,67,1,0,0,1,7,0,4,38,1,141,154,0,0,1,0,20,0,0,1,0,3,0,589,0,87,296,154,589
COFFEE7 FOREST MILL,66,1,28,2,40,0,121,0,0,0,0,19,0,0,46,1,194,192,0,0,1,0,19,0,0,1,0,0,3,732,0,95,423,192,732
COFFEE8 NEW UNION,49,1,29,5,38,2,140,0,0,0,1,22,0,0,75,0,260,187,0,0,1,0,42,1,0,4,0,5,8,885,0,79,543,187,885
COFFEE9-1 POCAHONTAS,38,1,17,1,18,0,66,0,0,0,0,7,0,0,28,0,119,102,2,0,1,1,10,0,0,0,0,4,2,482,0,56,239,102,482
COFFEE9-2 SUMMITVILLE,27,0,10,0,6,0,43,2,0,0,0,4,0,0,20,0,66,70,1,0,1,0,6,1,0,0,0,1,2,242,0,37,141,70,242
CROCKETT10,46,0,6,2,6,0,30,1,0,0,0,2,0,0,16,0,53,159,0,0,0,0,3,1,0,0,0,0,1,195,0,52,110,159,195
CROCKETT11,33,1,9,8,15,1,50,0,0,1,0,2,0,2,38,0,88,85,0,0,2,0,13,0,0,0,0,2,0,381,0,43,205,85,381
CROCKETT12,42,1,12,3,25,0,69,0,0,0,0,7,0,0,27,0,101,115,0,0,1,0,4,0,0,0,0,1,2,422,0,55,232,115,422
CUMBERLAND1 CORNERSTONE,129,3,97,26,67,5,290,0,0,0,1,73,0,2,173,2,404,524,1,0,4,0,53,3,0,4,0,6,11,1957,0,229,1043,524,1957
CUMBERLAND2 COMPLEX 2,64,2,74,11,57,0,134,0,0,0,3,41,0,2,107,1,269,346,0,0,4,0,40,3,0,0,0,8,9,1222,0,140,625,346,1222
CUMBERLAND3 BIG LICK,27,1,24,4,31,0,89,0,1,0,1,16,0,0,30,1,174,121,0,0,0,0,7,0,0,0,0,4,2,523,0,52,347,121,523
CUMBERLAND3 DORTON,22,0,11,2,14,0,45,2,0,0,0,5,0,0,29,0,93,52,0,0,0,0,8,0,0,0,0,1,4,321,0,33,190,52,321
CUMBERLAND3 HOMESTEAD,49,2,28,5,30,0,210,0,0,0,3,25,0,0,83,0,196,201,0,0,0,0,29,0,0,1,0,2,4,849,0,79,552,201,849
CUMBERLAND3 LINARY,33,1,38,1,23,0,127,0,0,0,3,11,0,0,51,1,160,125,0,0,1,0,20,1,0,3,0,0,8,623,0,72,377,125,623
CUMBERLAND4 BAKERS,20,1,18,6,23,0,88,0,0,1,0,8,0,1,30,0,150,95,0,0,1,0,8,1,0,2,0,0,3,542,0,39,307,95,542
CUMBERLAND4 OAK HILL,53,1,33,6,35,1,145,0,1,0,4,24,0,1,73,0,253,200,0,0,1,0,25,2,0,0,0,2,3,963,0,87,543,200,963
CUMBERLAND4 TABOR,26,2,34,4,45,2,117,0,0,0,1,14,1,1,64,0,185,110,0,0,1,0,16,2,0,0,0,1,4,710,0,62,434,110,710
CUMBERLAND5 LANTANA,40,0,30,2,24,2,102,1,0,0,1,19,0,1,60,0,168,163,0,0,1,0,21,0,0,0,0,0,3,587,0,70,380,163,587
CUMBERLAND5 TANSI,91,2,51,6,55,2,183,0,0,0,5,28,1,1,141,1,351,328,0,0,4,0,26,1,0,0,0,4,2,1384,0,144,774,328,1384
CUMBERLAND5 VANDEVER,34,2,23,0,19,0,119,0,0,0,3,7,1,1,39,0,186,98,0,0,1,0,13,0,0,3,0,1,4,648,0,59,375,98,648
CUMBERLAND6 CHESTNUT HILL,51,2,30,3,22,1,68,0,1,0,1,17,0,0,53,0,184,175,0,0,2,0,15,0,0,0,0,4,3,702,0,83,350,175,702
CUMBERLAND6 CRAB ORCHARD,19,0,17,3,17,0,48,0,0,0,0,8,0,0,26,0,83,72,1,0,2,0,6,1,0,0,0,1,5,384,0,36,185,72,384
CUMBERLAND6 GRASSY COVE,14,0,21,2,20,0,46,0,0,0,0,4,0,3,17,0,98,57,0,0,1,0,9,0,0,1,0,1,1,309,0,35,190,57,309
CUMBERLAND6 OZONE-PINEVIEW,41,0,20,1,17,0,71,1,0,0,2,7,0,0,25,0,130,116,3,0,0,0,11,0,0,0,0,0,0,488,0,61,254,116,488
CUMBERLAND7 MAYLAND,23,1,36,4,26,1,128,0,0,0,2,21,1,1,54,0,205,160,0,0,1,0,16,1,0,0,0,2,6,820,0,60,443,160,820
CUMBERLAND7 RINNIE,12,0,11,1,12,1,76,0,0,0,0,6,0,0,27,0,107,41,0,0,0,0,4,0,0,1,0,0,2,385,0,23,230,41,385
CUMBERLAND7 WOODY,46,2,35,8,35,0,141,0,0,0,0,11,0,2,47,0,264,135,1,0,0,0,24,0,0,1,0,1,3,897,0,83,508,135,897
CUMBERLAND8 MIDWAY,9,0,8,0,1,0,39,0,0,0,0,1,0,0,10,0,65,32,0,0,1,0,4,0,0,0,0,1,2,219,0,17,116,32,219
CUMBERLAND8 PLEASANT HILL,118,6,66,2,22,0,115,0,1,0,2,8,0,0,36,1,135,269,1,0,1,0,15,2,0,1,0,1,3,621,0,190,322,269,621
CUMBERLAND8 POMONA,49,2,42,4,48,1,189,0,1,0,2,44,0,3,86,0,287,209,4,0,1,0,13,0,0,0,0,2,6,1086,0,93,665,209,1086
CUMBERLAND9 FAIRFIELD NORTH,201,3,78,35,89,3,305,4,0,0,3,161,1,1,461,0,613,655,0,0,4,0,34,3,0,1,0,3,2,1978,0,282,1676,655,1978
CUMBERLAND9 FAIRFIELD SOUTH,141,0,63,16,59,3,189,1,0,0,2,108,0,2,250,2,392,918,0,0,6,0,54,6,0,1,0,8,9,2195,0,204,1024,918,2195
DECATUR1-1 DUNBAR,42,1,20,3,16,2,59,1,0,0,0,3,0,0,29,1,105,133,0,0,0,0,11,1,0,3,0,2,3,456,0,63,219,133,456
DECATUR2-1 LIBERTY,17,0,10,1,3,0,28,0,0,0,0,1,0,0,2,0,32,26,0,0,0,0,3,0,0,0,0,1,0,134,0,27,67,26,134
DECATUR2-2 SCOTTS HILL,14,2,8,0,11,0,18,0,0,0,0,0,0,0,9,0,52,49,0,0,1,0,3,1,0,0,0,1,1,249,0,24,90,49,249
DECATUR3-1 BEACON,3,0,2,1,3,0,10,0,0,0,0,3,0,0,3,0,26,7,0,0,0,0,2,0,0,0,0,0,0,88,0,5,46,7,88
DECATUR3-2 DECATURVILLE,39,1,17,0,11,0,32,0,0,0,0,7,0,0,19,0,76,98,0,0,1,0,6,0,0,0,0,2,2,307,0,57,145,98,307
DECATUR4-1 DECATURVILLE,76,1,17,3,6,0,41,0,0,0,0,9,0,0,14,0,93,154,0,0,0,0,10,1,0,1,0,0,1,443,0,94,166,154,443
DECATUR5-1 PARSONS,36,1,15,1,4,0,23,0,0,0,2,3,0,0,17,0,82,106,2,0,1,0,7,0,0,0,0,0,2,311,0,52,132,106,311
DECATUR6-1 PARSONS,21,0,5,1,13,1,17,0,0,0,2,3,0,0,12,0,73,70,0,0,1,0,6,0,0,1,0,0,4,329,0,26,122,70,329
DECATUR7-1 JEANETTE,23,0,14,1,5,0,33,0,0,0,0,7,0,1,24,1,53,67,0,0,0,0,14,0,0,0,0,0,1,236,0,37,125,67,236
DECATUR7-2 PERRYVILLE,13,2,2,0,6,0,15,0,0,0,0,1,0,0,5,0,44,38,0,0,0,0,0,0,0,0,0,0,0,162,0,17,71,38,162
DECATUR8-1 PARSONS,26,2,13,1,19,0,43,0,0,0,1,8,0,1,35,0,103,89,0,0,0,0,4,0,0,0,0,0,2,441,0,41,211,89,441
DECATUR9-1 BEACON,6,0,4,1,5,0,14,0,0,0,0,1,0,0,9,0,27,15,0,0,0,0,1,0,0,0,0,1,0,131,0,10,57,15,131
DECATUR9-2 HYDRO,14,0,4,0,8,1,34,0,0,0,0,0,0,0,21,0,76,42,0,0,1,0,3,1,0,0,0,1,0,301,0,18,140,42,301
DEKALB1-1 ALEXANDRIA,59,0,27,0,14,0,96,0,2,0,3,4,0,1,42,0,123,160,0,0,0,0,16,1,0,0,0,3,7,583,0,86,285,160,583
DEKALB1-2 TEMPERENCE HALL,22,1,7,0,10,0,23,0,0,0,0,2,0,0,11,0,46,48,0,0,0,0,4,0,0,1,0,2,2,196,0,30,92,48,196
DEKALB1-3 EDGAR EVINS PARK,2,0,0,0,0,0,6,0,0,0,0,4,0,0,2,0,17,5,0,0,0,0,0,0,0,0,0,1,1,52,0,2,29,5,52
DEKALB2-1 LIBERTY,19,1,13,2,14,0,46,0,0,0,0,5,0,0,28,1,69,53,0,0,1,0,4,0,0,0,0,4,1,285,0,33,165,53,285
DEKALB2-2 DOWELLTOWN,20,0,19,1,8,0,25,0,0,0,0,0,0,0,4,1,68,72,0,0,0,0,4,1,0,0,0,1,2,195,0,39,107,72,195
DEKALB2-3 SNOWS HILL,27,0,23,1,3,0,30,0,0,0,2,10,0,0,21,0,70,92,0,0,1,0,2,0,0,0,0,2,5,295,0,50,137,92,295
DEKALB3-1 CHURCH OF GOD,105,1,29,2,24,0,71,2,0,1,2,6,1,3,52,0,180,230,0,0,2,0,14,1,0,0,0,4,6,713,0,135,344,230,713
DEKALB4-2 ROCK CASTLE,16,0,2,0,3,0,19,0,0,0,0,2,0,0,16,0,33,36,0,0,0,0,1,0,0,0,0,2,0,101,0,18,73,36,101
DEKALB4-3 COURTHOUSE,114,2,46,1,22,0,82,1,0,0,1,14,0,3,56,0,174,265,0,0,0,0,25,1,0,0,0,3,10,719,0,162,354,265,719
DEKALB5-1 JOHNSON CHAPEL,15,1,6,0,8,2,24,0,0,1,0,12,0,0,21,0,79,43,0,0,0,0,6,0,0,1,0,0,0,262,0,22,147,43,262
DEKALB5-2 COUNTY COMPLEX,83,4,42,1,26,1,57,0,0,0,0,12,0,3,35,0,121,176,0,0,3,0,14,0,0,0,0,2,3,584,0,129,256,176,584
DEKALB6-1 BELK,19,1,13,2,2,0,17,0,0,0,1,2,0,0,7,0,51,42,0,0,1,0,6,0,0,0,0,2,1,166,0,33,82,42,166
DEKALB6-2 KELTONBURG,30,1,22,0,12,0,22,0,0,0,0,3,0,0,12,1,54,83,0,0,1,0,7,0,0,0,0,1,1,235,0,53,104,83,235
DEKALB6-3 BLUE SPRINGS,26,0,12,0,12,0,33,0,0,0,0,3,0,0,10,0,52,61,0,0,0,0,3,0,0,0,0,0,3,270,0,38,110,61,270
