precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Sumter-GEIGER TOWN HALL,147,1,1,30,111,1,0,4,0,2,0,0,0,0,0,0,0,3,0,14,179,19,116
Sumter-LIVINGSTON CIVIC CTR,1119,6,30,587,667,7,21,179,1,5,0,14,0,0,0,0,0,13,0,37,1742,70,874
Sumter-PANOLA TRAILER,224,0,2,27,150,0,0,10,0,0,0,1,0,0,0,0,0,3,0,2,253,6,160
Sumter-PROVISIONAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
Sumter-WARD COMM CTR,156,0,1,66,84,0,0,15,1,0,0,7,0,0,0,0,0,1,0,16,223,25,99
Sumter-WHITFIELD TRAILER,70,0,0,6,57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,76,1,58
Sumter-YORK SUMTER RESCUE,948,2,6,236,580,2,3,67,0,5,0,5,0,0,1,1,0,6,0,34,1192,52,652
Talladega-ABSENTEE,312,3,14,700,20,0,0,5,2,13,0,17,0,0,0,5,0,29,0,46,1029,112,25
Talladega-ANTIOCH BAP CH,620,13,53,1854,238,0,0,64,7,134,2,260,0,0,4,42,0,182,3,472,2540,1106,302
Talladega-B N MABRA CTR,1928,5,11,292,901,2,2,63,2,8,0,36,0,0,1,2,0,19,1,90,2236,159,968
Talladega-BEMISTON REC CTR,58,1,11,271,15,0,0,13,0,19,0,33,0,0,1,6,0,24,0,86,341,169,28
Talladega-BERNEYS STN VFD,219,0,3,112,106,0,0,11,3,5,0,23,0,0,0,1,0,7,0,39,334,78,117
Talladega-BETHEL BAP CH,462,2,5,146,240,0,2,15,0,4,0,15,0,0,1,6,0,11,0,50,615,87,257
Talladega-BON AIR CITY HALL,245,1,6,167,123,0,0,15,1,10,0,23,0,0,0,1,0,2,0,60,419,97,138
Talladega-BRECON REC CTR,691,8,17,635,324,0,0,29,1,19,2,77,0,1,4,9,0,45,0,181,1351,339,353
Talladega-COUNTY LINE VFD,29,2,12,377,9,0,0,13,2,15,0,43,0,0,1,7,0,18,1,142,420,229,22
Talladega-EASTABOGA COMM CTR,203,0,8,476,98,0,0,21,0,30,0,53,0,0,1,7,0,24,2,163,687,280,119
Talladega-FAYETTEVILLE VFD,137,1,10,580,64,0,0,7,3,26,0,57,0,0,2,12,0,49,0,185,728,334,71
Talladega-IRONATON VFD,127,4,6,540,64,0,0,18,6,48,0,46,0,0,1,5,0,43,0,167,677,316,82
Talladega-J CRAIG SMITH COMM CTR,2053,19,50,3435,997,0,3,131,7,195,0,455,1,0,16,116,7,355,0,1022,5557,2174,1131
Talladega-KINGSTON BAP CH,235,0,0,94,116,0,0,13,0,5,0,13,0,0,0,3,0,6,0,37,329,64,129
Talladega-LAY LAKE VOL FIRE DEPT,32,2,10,521,3,0,1,11,0,32,0,65,0,0,1,8,1,38,0,165,565,310,15
Talladega-LINCOLN OLD HIGH SCH GYM,794,6,41,1782,395,2,0,69,9,92,2,213,0,1,2,34,2,143,2,607,2623,1107,466
Talladega-MUNFORD OLD HIGH SCH GYM,415,5,18,1023,193,0,2,30,4,55,0,103,0,0,0,17,1,54,0,338,1461,572,225
Talladega-OAK GROVE CITY HALL,362,3,9,867,167,2,1,32,2,42,0,97,0,0,0,12,3,61,0,260,1241,477,202
Talladega-PROVISIONAL,2,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
Talladega-R S LIMBAUGH COMM CTR,907,15,31,1643,423,0,1,67,6,121,1,186,1,0,1,31,3,128,1,529,2596,1008,491
Talladega-RENFROE VFD,256,3,11,667,118,0,0,19,1,30,1,115,0,0,1,27,0,76,0,215,937,466,137
Talladega-SPRING STREET COMM CTR,500,5,32,1580,207,0,1,47,12,108,4,183,0,0,4,61,0,158,0,509,2117,1039,255
Talladega-ST ANDREWS METH CH,148,3,7,571,65,0,0,10,3,31,1,91,1,0,0,11,0,43,0,193,729,374,75
Talladega-STEMLEY VFD,383,2,16,892,170,0,1,23,2,48,0,98,0,1,1,18,1,72,0,325,1293,566,194
Talladega-SYCAMORE NUTRITION CTR,160,1,4,272,66,0,0,16,0,23,0,25,1,0,1,4,0,14,0,82,437,150,82
Talladega-TALLADEGA CO CENTRAL HS,229,0,1,107,116,0,0,6,0,7,0,14,0,0,0,0,0,4,0,31,337,56,122
Talladega-WALDO CITY HALL,62,0,7,306,22,0,0,9,0,21,0,36,1,0,0,11,0,14,0,98,375,181,31
Talladega-WINTERBORO VFD,552,1,18,693,301,0,1,25,0,38,0,91,0,0,0,14,1,57,0,212,1264,413,327
Tallapoosa-A/C HS AUTH Y&A SERVICE,417,1,3,345,228,0,1,19,2,25,1,38,0,0,0,7,0,31,1,114,766,219,248
Tallapoosa-ALEX CITY FIRE LAKE HILL,128,6,9,776,40,0,0,20,3,66,1,69,0,0,2,18,1,81,0,266,919,507,60
Tallapoosa-ALEX CITY NATIONAL GUARD,364,8,24,1345,156,1,0,22,5,93,2,134,1,1,3,42,1,146,1,445,1741,874,179
Tallapoosa-COOPER COMM CTR,1067,2,18,429,567,1,1,35,3,42,2,38,0,0,1,11,1,51,0,122,1516,271,604
Tallapoosa-DADEVILLE REC CTR,650,2,15,789,336,1,2,25,2,36,0,65,0,0,1,21,1,72,1,257,1456,456,364
Tallapoosa-DAVISTON COMM CTR,48,2,4,197,21,0,1,2,1,30,1,27,0,0,0,9,1,19,0,47,251,135,24
Tallapoosa-DUNCAN MEMORIAL COMMCTR,177,4,5,471,82,0,1,7,0,43,0,45,0,0,0,13,0,60,0,132,657,293,90
Tallapoosa-EAGLE CREEK VOTING HS,34,0,0,221,10,1,1,5,1,17,0,22,0,0,0,5,0,15,0,85,255,145,17
Tallapoosa-HACKNEYVILLE COMM CT,35,0,7,654,13,0,0,6,5,48,0,66,0,0,3,7,0,57,0,233,696,419,19
Tallapoosa-HILLABEE BAP CH,42,1,8,574,14,1,0,9,2,51,1,49,1,0,4,12,0,65,1,215,625,401,24
Tallapoosa-JACKSONS GAP VFD,199,2,23,929,80,2,2,14,1,77,1,79,0,0,2,14,1,79,2,341,1153,597,98
Tallapoosa-MANOY VOTING HS,86,1,9,724,36,0,0,6,2,46,2,95,0,0,2,34,0,79,0,286,820,546,42
Tallapoosa-MARYS CROSS RD V HS,132,0,0,106,75,0,0,6,0,6,0,17,0,0,0,2,0,14,0,51,238,90,81
Tallapoosa-MONCRIEF,30,1,1,205,13,1,0,1,0,10,1,20,0,0,0,0,0,19,0,74,237,124,15
Tallapoosa-MT LOVELY BAP CH,704,5,7,76,396,0,0,23,2,2,0,8,0,0,0,5,1,4,0,18,792,40,419
Tallapoosa-NEW PACES PT VFD,164,5,20,891,69,1,0,23,2,57,1,106,1,0,2,48,1,145,2,317,1080,682,93
Tallapoosa-NEW SITE TOWN HALL,73,0,5,542,38,0,0,7,0,56,1,54,0,0,1,8,1,36,0,228,620,385,45
Tallapoosa-OURTOWN VFD,88,2,6,619,47,0,0,6,1,47,1,53,0,0,0,38,1,70,0,232,715,443,53
Tallapoosa-REELTOWN FIRE DEPT,124,2,15,906,61,0,0,14,3,77,0,78,0,0,0,10,0,51,0,352,1047,571,75
Tallapoosa-ROCKY CREEK BAP CH,44,1,4,360,26,0,0,6,5,34,0,27,0,0,1,9,0,17,1,155,409,249,32
Tallapoosa-SARDIS COMM BLDG,89,0,5,187,53,0,0,3,2,17,0,25,0,0,1,7,0,15,0,57,281,124,56
Tallapoosa-TALLASSEE CITY HALL,98,1,11,554,32,0,0,15,0,42,0,72,0,1,0,5,0,35,0,184,664,339,47
Tallapoosa-UNION COMM BLDG,62,1,6,580,19,1,0,5,2,46,0,58,0,0,0,30,0,64,0,229,649,429,25
Tallapoosa-WALL STREET COMM CTR,370,1,3,284,178,0,1,14,1,24,4,39,0,0,1,1,1,27,0,78,658,176,193
Tuscaloosa-ABERNANT BAP CH,80,0,13,719,25,0,0,8,1,28,1,87,0,0,3,6,0,32,0,228,812,386,33
Tuscaloosa-ABSENTEE,1108,11,62,1603,103,0,0,31,11,28,2,63,1,0,0,36,1,95,1,109,2784,347,134
Tuscaloosa-BELK ACTIVITY CTR,2593,16,96,1621,1032,0,2,232,1,113,0,305,4,0,2,69,1,248,0,444,4326,1187,1266
Tuscaloosa-BIG SANDY BAP,1061,14,41,1531,448,1,0,88,6,126,1,239,0,0,2,35,1,140,1,394,2647,945,537
Tuscaloosa-BOBBY MILLER ACTIVITY,2175,27,87,3069,850,0,2,243,2,233,2,613,1,0,3,70,1,493,1,772,5358,2191,1095
Tuscaloosa-BUHL VFD STN,28,0,2,351,9,0,1,5,0,21,0,70,0,0,1,0,4,26,0,90,381,212,15
Tuscaloosa-CARROLLS CREEK BAP,324,10,52,2507,91,0,0,53,2,196,3,469,2,1,7,55,0,327,2,571,2893,1635,144
Tuscaloosa-CHAPEL HILL BAP,318,5,35,1628,112,0,0,51,5,131,0,317,0,2,3,25,2,165,0,319,1986,969,163
Tuscaloosa-COALING TOWN HALL,227,3,20,1267,100,0,0,34,4,84,0,197,0,0,8,16,4,91,0,359,1517,763,134
Tuscaloosa-COKER FIRE DEPT,59,1,11,635,19,0,1,10,6,34,1,124,0,0,0,8,0,35,1,177,706,386,30
Tuscaloosa-COMM CH COTTONDALE,403,8,32,967,143,0,0,51,1,82,2,186,0,1,1,27,1,120,1,281,1410,703,194
Tuscaloosa-CORNERSTONE BAP CH,898,6,31,128,343,0,1,41,0,6,0,10,0,1,0,3,0,24,0,16,1063,60,385
Tuscaloosa-COTTONDALE METH CH,238,1,15,754,87,0,1,38,2,58,0,134,0,0,3,18,0,68,0,213,1008,496,126
Tuscaloosa-COUNTY RD CAMP #3,94,3,9,413,38,0,0,8,1,30,0,68,0,0,1,6,1,26,0,102,519,235,46
Tuscaloosa-DUNCANVILLE MIDDLE SCH,365,11,34,1397,153,0,2,48,3,96,0,234,0,0,3,18,3,93,0,387,1807,837,203
Tuscaloosa-ECHOLA VFD,25,0,2,237,8,0,0,4,0,20,0,42,0,0,2,3,0,19,0,62,264,148,12
Tuscaloosa-ELROD VFD STN,22,1,0,227,15,0,0,4,1,7,0,32,0,0,1,0,1,13,1,64,250,120,19
Tuscaloosa-FLATWOODS BAP,600,5,46,1336,197,0,0,62,2,113,2,246,0,0,1,15,7,156,0,321,1987,863,259
Tuscaloosa-FOREST LAKE METH,254,7,56,321,60,0,0,51,1,18,0,43,0,0,0,24,3,77,0,60,638,226,111
Tuscaloosa-FOSTERS FIRE DEPT,401,8,17,589,221,0,2,38,3,46,4,99,0,0,1,12,0,58,0,151,1015,374,261
Tuscaloosa-G G HARDIN COMM CTR,132,4,27,1077,30,2,0,31,1,50,1,117,0,0,2,6,0,71,0,339,1240,587,63
Tuscaloosa-HAGLER COMM CTR,16,0,1,218,5,0,0,3,1,15,0,40,0,0,0,0,0,22,0,87,235,165,8
Tuscaloosa-HOLT ELEM,1025,8,41,398,458,1,2,86,1,26,0,56,0,0,1,5,0,36,0,108,1472,233,547
Tuscaloosa-KELLERMAN ANTIOCH BAP,8,1,6,146,6,0,0,5,0,4,0,23,0,0,0,0,0,6,0,59,161,92,11
Tuscaloosa-LAKEVIEW BAP CH,218,5,47,2032,71,0,0,46,1,115,1,375,1,0,3,28,4,133,0,565,2302,1226,117
Tuscaloosa-MARY PHELPS CTR,861,12,114,2302,215,1,1,102,7,182,2,399,1,0,1,178,3,648,2,504,3289,1927,319
Tuscaloosa-MAYFIELD FIRE,8,0,1,88,7,0,0,1,0,7,0,15,0,0,1,1,0,13,0,29,97,66,8
Tuscaloosa-MCABEE CTR,1015,17,47,831,361,4,1,146,2,59,1,141,0,2,4,31,3,158,1,251,1910,653,512
Tuscaloosa-MCDONALD HUGHES CC,1926,3,10,41,1069,3,1,53,0,0,0,9,0,0,2,1,0,1,0,3,1980,16,1126
Tuscaloosa-MONTGOMERY FIRE DEPT,62,2,11,730,21,0,0,5,2,40,0,127,0,0,1,6,0,49,0,170,805,395,26
Tuscaloosa-NORTHPORT CITY HALL,922,11,77,2215,388,1,0,123,7,229,0,421,1,0,5,67,2,319,1,500,3225,1552,512
Tuscaloosa-NORTHSIDE LIONS CLUB,59,2,14,663,29,0,0,20,0,29,1,118,0,0,2,8,0,38,0,144,738,340,49
Tuscaloosa-OLD REX APPLIANCE BLDG,1650,8,26,341,802,2,2,135,1,20,1,58,0,0,0,3,0,33,0,90,2025,206,941
Tuscaloosa-PETERSON COMM CH,87,3,14,554,32,0,1,16,3,41,0,63,0,0,1,11,2,40,0,135,658,296,49
Tuscaloosa-PROVISIONAL,11,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
Tuscaloosa-RALPH FIRE DEPT,178,5,9,391,90,0,0,12,0,30,0,81,0,0,0,7,1,29,0,104,583,252,102
Tuscaloosa-ROMULUS FIRE DEPT,54,0,1,253,19,0,0,12,0,21,0,43,0,0,0,0,0,12,0,72,308,148,31
Tuscaloosa-SHERIFFS FIRING RANGE,12,0,1,222,5,0,0,3,0,10,0,26,0,0,3,2,0,11,0,50,235,102,8
Tuscaloosa-STILLMAN COLL HAYS CTR,2458,6,32,91,1292,3,2,127,0,7,0,6,0,0,0,2,0,15,0,27,2587,57,1424
Tuscaloosa-STN 2 CARROLLS CREEK,144,1,11,814,49,0,1,25,1,53,1,135,1,0,0,21,3,83,1,225,970,524,75
Tuscaloosa-TANNEHILL VLY BAP,207,6,24,1430,82,0,0,26,2,109,0,241,0,0,3,25,1,108,1,422,1667,912,108
Tuscaloosa-U A STUDENT REC/CTR,871,25,131,1088,113,0,1,215,0,27,0,75,0,0,0,39,3,231,0,104,2115,479,329
Tuscaloosa-UNITY BAP,299,1,2,88,184,0,0,14,2,1,0,16,0,0,0,5,0,12,0,23,390,59,198
Tuscaloosa-UNIVERSITY MALL,821,17,65,851,217,1,0,152,5,76,0,136,1,0,2,35,1,164,0,184,1754,604,370
Tuscaloosa-VANCE TOWN HALL,166,5,24,981,41,0,0,24,0,71,0,142,0,0,2,13,0,55,0,238,1176,521,65
Tuscaloosa-VESTAVIA HILLS ELEM,613,14,75,1483,157,0,1,136,3,117,1,266,0,0,5,29,3,244,0,329,2185,997,294
Tuscaloosa-WHITSON CH CHRIST,1,1,1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,19,39,22,0
Tuscaloosa-WINDHAM SPRINGS BAP,15,0,1,171,3,0,0,1,0,19,0,28,0,0,1,1,0,9,0,42,187,100,4
Walker-ABUNDANT LIFE CH,25,0,7,232,13,0,0,8,0,11,0,37,0,0,0,3,1,14,0,69,264,135,21
Walker-ARGO FIRE DEPT,56,0,7,250,33,0,1,14,0,10,0,22,0,0,1,2,0,27,0,99,313,161,48
Walker-BETHEL ASSEM GOD CH,46,1,5,285,18,0,0,10,0,17,0,41,0,0,0,2,0,19,0,97,337,176,28
Walker-BOLDO COMM CTR,86,1,14,818,28,0,0,19,4,45,0,126,1,0,1,10,2,59,1,283,919,532,47
Walker-CARBON HILL COMM CTR,179,3,8,750,84,1,0,27,4,36,1,92,1,0,3,9,0,45,1,275,940,467,112
Walker-CORDOVA VFW BLDG,255,5,26,1135,102,0,1,32,2,54,1,101,0,1,3,15,1,76,0,414,1421,668,135
Walker-CORONA BAP CH,19,0,1,113,8,0,0,2,2,4,0,8,0,0,0,1,0,2,0,56,133,73,10
Walker-CURRYCOMMUNITY CTR,106,4,16,1057,30,0,0,31,1,65,0,153,0,0,1,28,0,74,0,374,1183,696,61
Walker-DORA CIVIC CTR,245,4,17,915,95,0,0,17,2,69,0,111,1,0,4,9,3,48,1,276,1181,524,112
Walker-ELDRIDGE CITY HALL,13,0,1,193,0,0,0,4,0,13,0,30,0,0,1,3,0,14,0,71,207,132,4
Walker-EMPIRE UNION BLDG,77,0,16,671,25,0,0,14,0,27,0,76,0,0,1,2,0,34,1,247,764,388,39
Walker-FARMSTEAD BAP,201,3,34,1902,78,0,0,54,1,137,2,255,0,1,3,33,1,176,1,631,2140,1241,132
Walker-JASPER MALL,310,10,37,1866,97,1,1,44,9,159,3,276,0,0,4,65,1,240,0,610,2223,1367,143
Walker-KANSAS CITY HALL,23,0,5,150,11,1,0,4,0,8,0,12,0,0,1,4,1,6,0,60,178,92,16
Walker-LIBERTY HILL CH,7,0,2,71,2,0,0,1,0,2,0,9,0,0,0,3,0,1,0,28,80,43,3
Walker-MANCHESTER COMM BLDG,33,2,5,303,11,0,1,7,2,14,0,29,0,0,0,2,0,23,2,115,343,187,19
Walker-MEMORIAL PK NATATORIUM,165,3,17,803,64,0,0,21,5,62,1,115,0,0,0,25,0,90,1,255,988,554,85
Walker-NAUVOO CITY HALL,83,3,6,440,24,0,0,21,1,14,0,34,1,0,0,4,0,29,0,172,532,255,45
Walker-NEW BETHANY CH GOD,13,0,1,251,18,0,0,5,1,10,0,30,0,0,2,1,0,9,0,81,265,134,23
Walker-NEW HOPE MISSIONARY,61,7,8,574,27,0,0,17,1,24,0,82,0,0,2,7,0,29,0,175,650,320,44
Walker-OLD HERMAN CH,39,1,7,374,21,0,1,7,0,32,0,60,0,0,2,7,1,15,0,141,421,258,29
Walker-PARRISH HIGH SCH GYM,216,1,24,897,111,1,1,17,4,52,0,91,0,0,5,4,1,64,1,333,1138,555,130
Walker-PINEYWOODS FIRE DEPT,44,0,10,509,9,0,0,15,0,20,0,88,0,0,0,5,1,36,0,179,563,329,24
Walker-PLEASANTFIELD COMM,11,3,5,114,2,0,0,4,0,2,1,9,0,0,0,2,0,7,0,63,133,84,6
Walker-PROSPECT METH CH,73,3,9,568,41,1,1,16,4,31,1,73,1,0,2,3,1,22,1,252,653,391,59
Walker-RICES CHAPEL CH,21,1,1,176,4,0,1,7,1,13,0,19,0,0,0,2,0,9,0,84,199,128,12
Walker-SARAGOSSA COMM CTR,46,1,5,370,13,0,0,19,1,21,1,45,0,0,0,6,0,20,0,149,422,243,32
Walker-THACH SCH,41,4,9,491,14,1,1,9,0,24,0,69,0,0,1,6,0,20,0,180,545,300,25
Walker-TOWNLEY ODD FELLOWS,34,3,3,172,9,0,0,10,0,10,1,20,0,0,0,1,0,13,0,79,212,124,19
Walker-TOWNLEY VOL FIRE DEPT#2,21,0,7,191,6,0,0,8,0,10,0,32,0,1,0,3,0,14,0,78,219,138,14
Walker-TUTWILER FIRE DEPT,26,1,3,226,7,0,0,4,0,2,0,34,0,0,0,2,0,10,0,89,256,137,11
Walker-TWILLEY TOWN CH,136,3,6,345,60,0,1,9,0,31,0,54,0,1,0,6,0,12,0,130,490,234,70
Walker-UNION HALL GOODSPRINGS,50,1,7,391,23,0,0,8,0,12,0,52,0,0,0,3,1,15,0,142,449,225,31
Walker-WESTSIDE BAP,414,5,11,361,169,0,3,26,1,18,0,53,1,0,1,4,0,13,0,123,791,214,198
Washington-ABSENTEE,68,1,4,264,21,2,1,10,1,1,0,7,0,0,0,0,0,6,0,18,337,33,34
Washington-CHARITY CHAPEL FIRE HS,7,0,6,219,15,0,0,5,0,3,0,17,0,0,0,0,0,16,0,61,232,97,20
Washington-CHATOM CRTHOUSE,170,3,11,588,92,3,7,78,1,15,1,47,0,0,1,5,0,42,0,103,772,215,180
Washington-COPELAND ASSEM GOD,3,0,2,297,1,3,1,21,0,4,0,37,0,0,1,0,0,12,0,42,302,96,26
Washington-FAIRFORD FIRE HS,113,0,6,259,79,0,1,21,0,8,0,29,0,0,0,4,0,10,0,65,378,116,101
Washington-FRANKVILLE FIRE HS,110,0,0,232,86,2,3,13,1,4,0,23,0,0,0,1,0,16,1,72,342,118,104
Washington-FRUITDALE FIRE HS,49,0,6,362,43,2,3,46,0,11,0,25,0,0,0,0,0,14,0,51,417,101,94
Washington-HOBSON FIRE HS,17,0,1,197,6,0,1,27,0,4,0,16,0,0,0,1,0,15,0,51,215,87,34
Washington-LATON HILL FIRE HS,13,1,2,266,9,0,3,18,0,11,0,25,0,0,1,2,1,13,0,54,282,107,30
Washington-LEROY FIRE HS,170,0,2,425,94,3,3,42,1,12,0,35,0,0,0,3,0,39,0,101,597,191,142
Washington-MILLRY FIRE HS,248,1,1,477,122,1,0,45,1,7,0,39,0,0,1,1,0,45,0,129,727,223,168
Washington-MOWA CHOCTAW COMM CTR,228,9,11,328,176,2,6,40,0,5,0,18,0,0,0,1,0,5,0,44,576,73,224
Washington-McINTOSH COMM,437,0,2,60,384,0,0,28,0,2,0,4,0,0,0,0,0,7,0,43,499,56,412
Washington-PROVISIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Washington-RED CREEK FIRE HS,16,0,0,321,12,1,1,20,0,7,1,36,0,0,0,1,0,18,0,62,337,125,34
Washington-ST STEPHENS FIRE HS,108,0,1,268,70,1,1,21,0,22,0,34,0,0,0,2,0,21,0,65,377,144,93
Washington-TIBBIE FIRE HS,30,1,3,364,26,1,1,41,0,10,0,33,0,0,0,1,0,23,0,74,398,141,69
Washington-WAGARVILLE FIRE HS,164,0,4,346,116,1,1,24,0,9,0,29,0,0,0,4,0,23,0,88,514,153,142
Washington-YARBO FIRE HS,69,2,3,276,48,2,3,32,0,8,0,24,0,0,0,1,0,15,2,49,350,99,85
Wilcox-ABSENTEE,393,1,2,82,440,3,1,17,0,0,0,0,0,0,0,0,0,4,0,1,478,5,461
Wilcox-ARLINGTON COMM CTR,116,0,1,71,74,0,1,10,0,0,0,10,0,0,1,3,0,0,0,9,188,23,85
Wilcox-CLIFTON VOC BLDG DIST 4,123,0,0,3,104,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,126,0,107
Wilcox-CLIFTON VOC BLDG DIST 5,102,0,0,0,79,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,102,0,86
Wilcox-COY PUBLIC SCH HS,189,1,0,46,126,0,0,12,0,0,0,2,0,0,0,0,0,0,0,11,236,13,138
